actor_loss,algorithm,critic_loss,entropy,entropy_coef,episode,episode_collision_rate,episode_collisions,episode_return,episode_reward_collision,episode_reward_dist,episode_reward_energy,episode_reward_env,episode_reward_intent,episode_reward_safety,episode_reward_task,episode_reward_threat,episode_task_completion,eta,eval_collision_rate,eval_episode_collisions,eval_episode_return,eval_task_completion,potential_loss,probe_collision_rate,probe_episode_collisions,probe_episode_return,probe_task_completion,return_mean
-0.0040867212228477,imappo,0.10725010931491852,-2.7434232234954834,0.001,0.0,,,,,,,,,,,,,0.5,,,,,0.14279596507549286,,,,,-0.048365429043769836
,imappo,,,,0.0,0.0,0.0,-2.4182716794312,0.0,-0.025082106435320384,-0.3270170722644252,-2.4561668038368225,0.037895101588219404,-2.540785570628941,0.43671795072259556,0.0,0.6273420676589012,,,,,,,,,,,
-0.018695959821343422,imappo,0.6390162706375122,0.26001477241516113,0.000996989966555184,1.0,,,,,,,,,,,,,0.49866220735785954,,,,,0.18250036239624023,,,,,-0.11451339721679688
,imappo,,,,1.0,0.48,24.0,-5.725669547915459,-2.187499962747097,-0.03276479015852374,-0.39902824200544273,-5.763035424053669,0.03736579814358265,-3.509112418629229,0.3653700173938432,0.0,0.6731712281703949,,,,,,,,,,,
-0.011975976638495922,imappo,0.004448439460247755,0.2585907280445099,0.000993979933110368,2.0,,,,,,,,,,,,,0.4973244147157191,,,,,0.10113710165023804,,,,,-0.007200584281235933
,imappo,,,,2.0,0.0,0.0,-0.3600292119663209,0.0,-0.026874732414967184,-0.4025809774248046,-0.37420196208404377,0.014172753122693393,-0.2938246540725231,0.3490784046206272,0.0,0.5963229820132255,,,,,,,,,,,
-0.0010709194466471672,imappo,0.08930507302284241,-2.7577507495880127,0.0009909698996655519,3.0,,,,,,,,,,,,,0.4959866220735786,,,,,0.202489972114563,,,,,-0.05307431146502495
,imappo,,,,3.0,0.0,0.0,-2.6537154614925385,0.0,0.007186147928905484,-0.32518040083232336,-2.672036152333021,0.01832072070101276,-2.7944559017196298,0.4404139907346689,0.0,0.6255015708506108,,,,,,,,,,,
-0.0042123617604374886,imappo,0.016882264986634254,-2.7677974700927734,0.0009879598662207358,4.0,,,,,,,,,,,,,0.4946488294314381,,,,,0.17199823260307312,,,,,-0.03227934241294861
,imappo,,,,4.0,0.0,0.0,-1.6139670172706246,0.0,-0.015259801091666247,-0.32737708660715725,-1.6331272711977363,0.01916025891841855,-1.6715289261192083,0.3810385444576241,0.0,0.643752462118864,,,,,,,,,,,
-0.015650298446416855,imappo,4.9799675941467285,0.24062632024288177,0.0009849498327759198,5.0,,,,,,,,,,,,,0.49331103678929766,,,,,0.2056199312210083,,,,,-0.2751774489879608
,imappo,,,,5.0,1.0,50.0,-13.758871704339981,-7.262499876320362,0.01154367030273562,-0.3993267963742255,-13.792212933301926,0.03334135943441652,-6.529930465854704,0.3880005485134461,0.0,0.6015297758579254,,,,,,,,,,,
-0.011141853407025337,imappo,0.06637471169233322,0.2320670634508133,0.0009819397993311037,6.0,,,,,,,,,,,,,0.4919732441471572,,,,,0.09159252047538757,,,,,-0.03016551584005356
,imappo,,,,6.0,0.0,0.0,-1.508275849162601,0.0,0.022364987291652483,-0.40300792480411474,-1.5322456660214812,0.023969794929143973,-1.5626914575695992,0.4110887459155492,0.0,0.6300408424437046,,,,,,,,,,,
-0.012717197649180889,imappo,0.030075306072831154,0.2199268341064453,0.0009789297658862877,7.0,,,,,,,,,,,,,0.49063545150501675,,,,,0.0707741528749466,,,,,-0.0022435435093939304
,imappo,,,,7.0,0.0,0.0,-0.112177182425512,0.0,-0.013268600794788199,-0.3975622929283418,-0.12540176950278692,0.013224586225987878,-0.09966286271810532,0.3850919879250796,0.0,0.651650079190731,,,,,,,,,,,
-0.0125257708132267,imappo,0.37886759638786316,0.2094147801399231,0.0009759197324414716,8.0,,,,,,,,,,,,,0.48929765886287624,,,,,0.08335424959659576,,,,,-0.09417349845170975
,imappo,,,,8.0,0.52,26.0,-4.70867482572794,-2.274999961256981,-0.03693455617866448,-0.38471804919390706,-4.7401153445243835,0.03144052538846154,-2.4406422888860106,0.3971795146576369,0.0,0.5506928522884845,,,,,,,,,,,
-0.01401764526963234,imappo,2.719897747039795,0.20341411232948303,0.0009729096989966556,9.0,,,,,,,,,,,,,0.4879598662207358,,,,,0.052481040358543396,,,,,-0.21105556190013885
,imappo,,,,9.0,0.92,46.0,-10.552778735756874,-4.7687499187886715,-0.009103680126600011,-0.4002039373735897,-10.549229890108109,-0.0035489332976794685,-5.7125891372561455,0.34141680012180586,0.0,0.6718664540350437,,,,,,,,,,,
-0.004120497964322567,imappo,0.9257301092147827,-2.78936767578125,0.0009698996655518395,10.0,,,,,,,,,,,,,0.4866220735785953,,,,,0.23255032300949097,,,,,-0.136813685297966
,imappo,,,,10.0,0.54,27.0,-6.840684190392494,-2.3624999597668648,0.027671937671129854,-0.33735037530277623,-6.875996693968773,0.03531246478087269,-4.681723886169493,0.47790558758788393,0.0,0.5990210850536823,,,,,,,,,,,
-0.006210947409272194,imappo,0.8944964408874512,-2.7896392345428467,0.0009668896321070235,11.0,,,,,,,,,,,,,0.48528428093645487,,,,,0.3652285933494568,,,,,-0.1459127962589264
,imappo,,,,11.0,0.18,9.0,-7.295640029013157,-0.7874999865889549,-0.03529783904730266,-0.32748058163633686,-7.346099205315113,0.050459091035008896,-6.6051076501607895,0.40928693573277997,0.0,0.5754192280769348,,,,,,,,,,,
-0.010253571905195713,imappo,0.589321494102478,0.1860809326171875,0.0009638795986622074,12.0,,,,,,,,,,,,,0.48394648829431436,,,,,0.01657194085419178,,,,,-0.10540935397148132
,imappo,,,,12.0,0.6,30.0,-5.27046818472445,-2.6249999552965164,0.0015580236366723454,-0.4044572001948836,-5.27500051446259,0.004532363751422963,-2.61609407979995,0.36899275248811136,0.0,0.6725435253977775,,,,,,,,,,,
-0.016807982698082924,imappo,0.38268500566482544,0.16549843549728394,0.0009608695652173914,13.0,,,,,,,,,,,,,0.4826086956521739,,,,,0.032198257744312286,,,,,-0.03286415711045265
,imappo,,,,13.0,0.0,0.0,-1.643207872955827,0.0,-0.0349649511321104,-0.39028967560079764,-1.629553736653179,-0.013654108726768754,-1.5219469387084246,0.31764781281981413,0.0,0.6819926849007607,,,,,,,,,,,
-0.009651657193899155,imappo,0.2008136808872223,0.1610766053199768,0.0009578595317725752,14.0,,,,,,,,,,,,,0.48127090301003345,,,,,0.03313218802213669,,,,,-0.07182631641626358
,imappo,,,,14.0,0.48,24.0,-3.591315577737987,-2.099999964237213,-0.051416275449110316,-0.39750022735097446,-3.5995553573593497,0.00823979296546895,-1.4057065639644861,0.3550676875187957,0.0,0.6599358630180359,,,,,,,,,,,
-0.005243780091404915,imappo,0.11133575439453125,-2.821735143661499,0.0009548494983277592,15.0,,,,,,,,,,,,,0.479933110367893,,,,,0.2452065497636795,,,,,-0.03329449146986008
,imappo,,,,15.0,0.0,0.0,-1.664724630303681,0.0,-0.01687636129963721,-0.3394654551157146,-1.7092292066663504,0.044504564779344946,-1.733211857266724,0.38032447727073304,0.0,0.7094046796858311,,,,,,,,,,,
-0.007720394991338253,imappo,0.27853864431381226,-2.830859899520874,0.0009518394648829431,16.0,,,,,,,,,,,,,0.4785953177257525,,,,,0.17003215849399567,,,,,-0.011997649446129799
,imappo,,,,16.0,0.0,0.0,-0.5998825083952397,0.0,-0.019728613453480648,-0.329444394177699,-0.6134618590585887,0.013579365331679583,-0.6826922036707401,0.4184033441142674,0.0,0.6329941327869892,,,,,,,,,,,
-0.008700273931026459,imappo,1.6785844564437866,-2.8129141330718994,0.0009488294314381271,17.0,,,,,,,,,,,,,0.477257525083612,,,,,0.23402322828769684,,,,,-0.1921173483133316
,imappo,,,,17.0,0.86,43.0,-9.605867117643356,-4.7687499187886715,-0.01028569271667834,-0.3391149903545738,-9.646918218582869,0.041051083000638755,-4.929760091938078,0.4009924530328135,0.0,0.6757247164845467,,,,,,,,,,,
-0.007856553420424461,imappo,0.06788220256567001,-2.8435540199279785,0.000945819397993311,18.0,,,,,,,,,,,,,0.47591973244147157,,,,,0.19459937512874603,,,,,-0.04015712812542915
,imappo,,,,18.0,0.0,0.0,-2.007856387645006,0.0,-0.011089913751497704,-0.3576830680540297,-2.023335026577115,0.015478636938496493,-2.088754864409566,0.43419283823823207,0.0,0.7199932754039764,,,,,,,,,,,
-0.010451789945363998,imappo,0.3188014030456543,1.1139007806777954,0.000942809364548495,19.0,,,,,,,,,,,,,0.4745819397993311,,,,,0.1988208144903183,,,,,-0.030642056837677956
,imappo,,,,19.0,0.0,0.0,-1.5321027291938663,0.0,-0.06175053963370658,-0.4306992405472556,-1.5544856199994683,0.02238287211730494,-1.4854952916502953,0.4234594523359192,0.0,0.662955346852541,,,,,,,,,,,
-0.005364079959690571,imappo,0.0773325189948082,-2.8755404949188232,0.0009397993311036789,20.0,,,,,,,,,,,,,0.47324414715719065,,,,,0.21755769848823547,,,,,-0.050087329000234604
,imappo,,,,20.0,0.02,1.0,-2.5043661668896675,-0.08749999850988388,0.002983929064214408,-0.3262465003026591,-2.5362140238285065,0.031847900929278694,-2.5097921937704086,0.384340728164716,0.0,0.6679437737166881,,,,,,,,,,,
-0.014012942090630531,imappo,0.07223329693078995,1.0711708068847656,0.0009367892976588629,21.0,,,,,,,,,,,,,0.47190635451505014,,,,,0.22524391114711761,,,,,-0.02664997987449169
,imappo,,,,21.0,0.0,0.0,-1.3324989974498749,0.0,0.009709466348454043,-0.4276614902919391,-1.3762282216921449,0.043729223354603164,-1.4072505123913288,0.44897431488334405,0.0,0.6760907599329948,,,,,,,,,,,
-0.005203047767281532,imappo,0.9427063465118408,-2.913836717605591,0.0009337792642140468,22.0,,,,,,,,,,,,,0.4705685618729097,,,,,0.11916320770978928,,,,,-0.17357739806175232
,imappo,,,,22.0,1.0,50.0,-8.67887108027935,-4.681249920278788,-0.020370216110677575,-0.34684149701934075,-8.714126124978065,0.035255063103249995,-4.066536258906126,0.4008717720214463,0.0,0.7097231957316399,,,,,,,,,,,
-0.010265597142279148,imappo,3.9758293628692627,1.029603362083435,0.0009307692307692308,23.0,,,,,,,,,,,,,0.46923076923076923,,,,,0.2231137454509735,,,,,-0.27473029494285583
,imappo,,,,23.0,0.88,44.0,-13.736515864729881,-5.424999907612801,-0.017681896508278783,-0.41671238650451414,-13.762088909745216,0.025572993283276446,-8.31953810993582,0.41684339962398553,0.0,0.7293308025598526,,,,,,,,,,,
-0.008309626020491123,imappo,0.024724597111344337,0.9835941791534424,0.0009277591973244147,24.0,,,,,,,,,,,,,0.4678929765886288,,,,,0.2542657256126404,,,,,-0.041564520448446274
,imappo,,,,24.0,0.0,0.0,-2.078226136043668,0.0,-0.08105205001277227,-0.4140322626772104,-2.0951015017926693,0.016875361725396942,-2.005266483873129,0.40524929042788926,0.0,0.7149172084033489,,,,,,,,,,,
,imappo,,,,24.0,,,,,,,,,,,,,,0.532,26.6,-6.996892267093062,0.6277939445376397,,,,,,
,imappo,,,,24.0,,,,,,,,,,,,,,,,,,,0.536,26.8,-6.496205613017082,0.557046921223402,
-0.006530998274683952,imappo,0.23899659514427185,-2.943748712539673,0.0009247491638795987,25.0,,,,,,,,,,,,,0.4665551839464883,,,,,0.1600598841905594,,,,,-0.11477672308683395
,imappo,,,,25.0,0.32,16.0,-5.738835759460926,-1.399999976158142,-0.048027706322784525,-0.3428510291487328,-5.776561200618744,0.03772544222010765,-4.404829753562808,0.4191473261766987,0.0,0.6765690357983112,,,,,,,,,,,
-0.0035102334804832935,imappo,2.6078290939331055,-2.9583442211151123,0.0009217391304347826,26.0,,,,,,,,,,,,,0.4652173913043478,,,,,0.07883970439434052,,,,,-0.21116146445274353
,imappo,,,,26.0,0.56,28.0,-10.558073416352272,-4.987499915063381,-0.050029059822009,-0.3416835785283183,-10.577691473066807,0.019618188296590233,-5.65463637933135,0.45615741362416884,0.0,0.6605091613531112,,,,,,,,,,,
-0.008359857834875584,imappo,0.28158900141716003,1.0187416076660156,0.0009187290969899666,27.0,,,,,,,,,,,,,0.46387959866220735,,,,,0.18690600991249084,,,,,-0.08935784548521042
,imappo,,,,27.0,0.42,21.0,-4.467892397195101,-1.8374999687075615,-0.08715640567416472,-0.4222662066167686,-4.500117279589176,0.03222490845655557,-2.6119988774880767,0.4588042349314492,0.0,0.5731085629761219,,,,,,,,,,,
-0.003466499038040638,imappo,0.3728393316268921,-2.9091482162475586,0.0009157190635451505,28.0,,,,,,,,,,,,,0.4625418060200669,,,,,0.12973295152187347,,,,,-0.03191341832280159
,imappo,,,,28.0,0.0,0.0,-1.5956710278987885,0.0,-0.009389072844896873,-0.33173073815123644,-1.6018986962735653,0.006227636738913134,-1.6246560625731945,0.36387719822539566,0.0,0.6832666157186031,,,,,,,,,,,
-0.009382559917867184,imappo,1.4601082801818848,1.097612977027893,0.0009127090301003345,29.0,,,,,,,,,,,,,0.46120401337792644,,,,,0.153252512216568,,,,,-0.24398314952850342
,imappo,,,,29.0,0.96,48.0,-12.19915771484375,-5.031249914318323,-0.010870614746863794,-0.4196354198647896,-12.223541393876076,0.024383580486755818,-7.176144937053323,0.41435955687848036,0.0,0.7203334586322307,,,,,,,,,,,
-0.009450563229620457,imappo,0.39221009612083435,1.0815136432647705,0.0009096989966555184,30.0,,,,,,,,,,,,,0.459866220735786,,,,,0.15390068292617798,,,,,-0.10869544744491577
,imappo,,,,30.0,0.64,32.0,-5.434772564098239,-2.887499950826168,-0.0628569018952021,-0.41520536826283205,-5.46033745072782,0.025564802883309312,-2.4958132710307837,0.40103817675685605,0.0,0.6046600918471813,,,,,,,,,,,
-0.01693788357079029,imappo,0.18953178822994232,1.0396806001663208,0.0009066889632107024,31.0,,,,,,,,,,,,,0.45852842809364547,,,,,0.07172593474388123,,,,,-0.03969646617770195
,imappo,,,,31.0,0.0,0.0,-1.9848232460208237,0.0,-0.10405958388992076,-0.4432125013554469,-1.9996913317590952,0.014868101265165024,-1.9086204851046205,0.4562012414189667,0.0,0.6514301221072674,,,,,,,,,,,
-0.009966481477022171,imappo,0.235248863697052,1.0269438028335571,0.0009036789297658863,32.0,,,,,,,,,,,,,0.457190635451505,,,,,0.05030083656311035,,,,,-0.06789270788431168
,imappo,,,,32.0,0.22,11.0,-3.3946354277431965,-0.9624999836087227,-0.09759172081817269,-0.42241050249140244,-3.4068698212504387,0.012234296154929325,-2.3837664891034365,0.459398934544879,0.0,0.6305683612823486,,,,,,,,,,,
-0.01610206998884678,imappo,0.06141863390803337,0.9880702495574951,0.0009006688963210703,33.0,,,,,,,,,,,,,0.45585284280936456,,,,,0.027515137568116188,,,,,-0.02168935351073742
,imappo,,,,33.0,0.0,0.0,-1.0844676857814193,0.0,-0.089917467025316,-0.4370637654646998,-1.0987860867753625,0.014318410190753639,-1.0413332469761372,0.4695283948458382,0.0,0.6282909266650677,,,,,,,,,,,
-0.003287283703684807,imappo,0.5496532320976257,-2.9250757694244385,0.0008976588628762542,34.0,,,,,,,,,,,,,0.4545150501672241,,,,,0.14714059233665466,,,,,-0.14507393538951874
,imappo,,,,34.0,0.78,39.0,-7.253696337342262,-3.9374999329447746,-0.002682867339785844,-0.3225969498853374,-7.269116461277008,0.015420157244079746,-3.4163069762289524,0.40997020209852053,0.0,0.7031926636397838,,,,,,,,,,,
-0.010677129030227661,imappo,0.7619165778160095,0.08519880473613739,0.0008946488294314381,35.0,,,,,,,,,,,,,0.4531772575250836,,,,,0.32227566838264465,,,,,-0.12327411025762558
,imappo,,,,35.0,0.42,21.0,-6.163705468177795,-1.8374999687075615,-0.028011611518536483,-0.39177325449782074,-6.217732809484005,0.0540273263832205,-4.284400830976665,0.32395284609651753,0.0,0.6596891897916793,,,,,,,,,,,
-0.0140668461099267,imappo,0.35936981439590454,0.08039001375436783,0.000891638795986622,36.0,,,,,,,,,,,,,0.45183946488294313,,,,,0.39005333185195923,,,,,-0.02284003049135208
,imappo,,,,36.0,0.0,0.0,-1.1420015001203865,0.0,-0.0486170929974179,-0.40330066062597325,-1.1724539250135422,0.03045242630832945,-1.058374117128551,0.3378379366873787,0.0,0.75702326759696,,,,,,,,,,,
-0.008787219412624836,imappo,0.4947262704372406,0.09451472014188766,0.000888628762541806,37.0,,,,,,,,,,,,,0.4505016722408027,,,,,0.26704972982406616,,,,,-0.03565787896513939
,imappo,,,,37.0,0.0,0.0,-1.7828939370810986,0.0,-0.0112301646903461,-0.3866205658123363,-1.7914942875504494,0.008600352477515116,-1.7308904752135277,0.33724690270628344,0.0,0.7645856165885925,,,,,,,,,,,
-0.005728169344365597,imappo,0.17743097245693207,-2.9156887531280518,0.0008856187290969899,38.0,,,,,,,,,,,,,0.4491638795986622,,,,,0.1879642903804779,,,,,-0.02451404370367527
,imappo,,,,38.0,0.0,0.0,-1.2257021863479167,0.0,-0.026302090445824433,-0.3434380757589679,-1.2473008842207491,0.02159870332434366,-1.2845090180635452,0.4069483083612795,0.0,0.6886531135439873,,,,,,,,,,,
-0.005714090075343847,imappo,0.28320789337158203,-2.893512010574341,0.0008826086956521739,39.0,,,,,,,,,,,,,0.4478260869565217,,,,,0.23653937876224518,,,,,-0.1134890466928482
,imappo,,,,39.0,0.36,18.0,-5.674452468752861,-1.5749999731779099,-0.023714983888865504,-0.3375355589614628,-5.69163004308939,0.017177549365442246,-4.135167896747589,0.3797883753882161,0.0,0.7452424271404743,,,,,,,,,,,
-0.014475182630121708,imappo,0.03361813724040985,1.0761988162994385,0.0008795986622073578,40.0,,,,,,,,,,,,,0.44648829431438125,,,,,0.0635119080543518,,,,,-0.018160289153456688
