actor_loss,algorithm,critic_loss,entropy,entropy_coef,episode,episode_collision_rate,episode_collisions,episode_return,episode_reward_collision,episode_reward_dist,episode_reward_energy,episode_reward_env,episode_reward_intent,episode_reward_safety,episode_reward_task,episode_reward_threat,episode_reward_time,episode_task_completion,eta,eval_collision_rate,eval_episode_collisions,eval_episode_return,eval_task_completion,potential_loss,probe_collision_rate,probe_episode_collisions,probe_episode_return,probe_task_completion,return_mean
-0.01897764950990677,imappo,0.8762549757957458,1.2654452323913574,0.001,0.0,,,,,,,,,,,,,,0.5,,,,,0.24602869153022766,,,,,-0.10916141420602798
,imappo,,,,0.0,0.0,0.0,-5.4580705761909485,0.0,-0.012689329375461966,-0.39570083386206534,-5.5261376947164536,0.06806715857237577,-2.3833223283290863,2.265574807654957,0.0,-5.000000074505806,0.7113936191797257,,,,,,,,,,,
-0.009962979704141617,imappo,0.8510743975639343,-2.737398147583008,0.0009996998999666556,1.0,,,,,,,,,,,,,,0.49986662220740247,,,,,0.14483311772346497,,,,,-0.12279853969812393
,imappo,,,,1.0,0.0,0.0,-6.139926865696907,0.0,0.00020572934965912282,-0.31059297185129253,-6.180848591029644,0.04092175792902708,-1.3147560339421034,0.44429479741666,0.0,-5.000000074505806,0.5237535694241524,,,,,,,,,,,
-0.015493315644562244,imappo,0.7312508225440979,1.279809594154358,0.0009993997999333112,2.0,,,,,,,,,,,,,,0.49973324441480493,,,,,0.314576119184494,,,,,-0.1158183217048645
,imappo,,,,2.0,0.0,0.0,-5.790916010737419,0.0,0.009343548888750774,-0.41099922520515975,-5.8311485424637794,0.04023255407810211,-0.8223195243626833,0.39282670161856004,0.0,-5.000000074505806,0.6474976110458374,,,,,,,,,,,
-0.005573619157075882,imappo,2.955962896347046,-2.728985548019409,0.0009990996998999666,3.0,,,,,,,,,,,,,,0.4995998666222074,,,,,0.17055803537368774,,,,,-0.21181093156337738
,imappo,,,,3.0,0.46,23.0,-10.590547725558281,-2.187499962747097,0.009630207215337805,-0.31834125159184623,-10.608098268508911,0.017550505697727203,-3.494554420001805,0.38266735071738367,0.0,-5.000000074505806,0.7890095506608487,,,,,,,,,,,
-0.01353211048990488,imappo,1.0219353437423706,1.2910637855529785,0.0009987995998666222,4.0,,,,,,,,,,,,,,0.49946648882960987,,,,,0.19191089272499084,,,,,-0.14615385234355927
,imappo,,,,4.0,0.0,0.0,-7.307692527770996,0.0,0.00017738149659862756,-0.41119290295318933,-7.3285947516560555,0.020902195014059544,-2.329509202390909,0.41193007455899533,0.0,-5.000000074505806,0.5948007759451867,,,,,,,,,,,
-0.004895358812063932,imappo,12.983379364013672,-2.7210853099823,0.0009984994998332778,5.0,,,,,,,,,,,,,,0.49933311103701233,,,,,0.21296876668930054,,,,,-0.46704337000846863
,imappo,,,,5.0,0.6,30.0,-23.352170139551163,-3.1499999463558197,0.015077500292331791,-0.31874835936832824,-23.38728791475296,0.035117726773023605,-8.665053538046777,0.41225868060064386,-15.0,-5.000000074505806,0.6048125091195107,,,,,,,,,,,
-0.01491648331284523,imappo,7.265179634094238,1.3038238286972046,0.0009981993997999334,6.0,,,,,,,,,,,,,,0.4991997332444148,,,,,0.2017035335302353,,,,,-0.33242371678352356
,imappo,,,,6.0,0.8,40.0,-16.621185287833214,-6.168749894946814,-0.0020162681106512537,-0.3971538348996546,-16.650248408317566,0.029063092544674873,-5.531897850334644,0.4495700409324854,0.0,-5.000000074505806,0.5370946972072125,,,,,,,,,,,
-0.005003092810511589,imappo,3.463834762573242,-2.7057018280029297,0.000997899299766589,7.0,,,,,,,,,,,,,,0.49906635545181727,,,,,0.10923987627029419,,,,,-0.25874438881874084
,imappo,,,,7.0,0.94,47.0,-12.937219277024269,-4.112499929964542,0.014609910852783514,-0.3169392285271897,-12.9574324041605,0.02021307311952114,-3.8883174201473594,0.34571470850278274,0.0,-5.000000074505806,0.694062163233757,,,,,,,,,,,
-0.013322249986231327,imappo,2.012768030166626,1.3070110082626343,0.0009975991997332445,8.0,,,,,,,,,,,,,,0.49893297765921973,,,,,0.11633515357971191,,,,,-0.21182771027088165
,imappo,,,,8.0,0.46,23.0,-10.591386958956718,-2.099999964237213,0.0058317396711231595,-0.41584131561103277,-10.612198874354362,0.02081172727048397,-3.530533299781382,0.4283443357867327,0.0,-5.000000074505806,0.6989848062396049,,,,,,,,,,,
-0.004205526318401098,imappo,0.5840950608253479,-2.694581985473633,0.0009972990996999,9.0,,,,,,,,,,,,,,0.4987995998666222,,,,,0.15113979578018188,,,,,-0.13429436087608337
,imappo,,,,9.0,0.0,0.0,-6.7147174924612045,0.0,0.008760232668137746,-0.3196345271771861,-6.740882098674774,0.026164568029344082,-1.8555793724954128,0.42557168186976924,0.0,-5.000000074505806,0.65781703799963,,,,,,,,,,,
-0.012159929610788822,imappo,0.5144333839416504,1.3199844360351562,0.0009969989996665555,10.0,,,,,,,,,,,,,,0.49866622207402467,,,,,0.1431877315044403,,,,,-0.114358089864254
,imappo,,,,10.0,0.0,0.0,-5.717904679477215,0.0,-0.03537669522771125,-0.41761175418650964,-5.745818629860878,0.027913957834243774,-0.6754101738333702,0.3825800554448051,0.0,-5.000000074505806,0.6997668750584125,,,,,,,,,,,
-0.001339693320915103,imappo,13.862412452697754,-2.6841025352478027,0.000996698899633211,11.0,,,,,,,,,,,,,,0.49853284428142713,,,,,0.11846432089805603,,,,,-0.47941720485687256
,imappo,,,,11.0,1.0,50.0,-23.97086077928543,-9.056249845772982,0.001186721967229687,-0.3223767757845053,-23.97688940167427,0.006028251722455025,-10.034613767638803,0.4351650140820311,0.0,-5.000000074505806,0.6713686175644398,,,,,,,,,,,
-0.010855937376618385,imappo,8.2023286819458,1.302248477935791,0.0009963987995998667,12.0,,,,,,,,,,,,,,0.4983994664888296,,,,,0.14594095945358276,,,,,-0.3985443115234375
,imappo,,,,12.0,0.94,47.0,-19.927214592695236,-6.299999892711639,6.445148017064639e-05,-0.4192385126298177,-19.954839304089546,0.02762440126389265,-8.50851853005588,0.27285371269817915,0.0,-5.000000074505806,0.7837574346363545,,,,,,,,,,,
-0.004259398207068443,imappo,0.8080036640167236,-2.686563491821289,0.0009960986995665223,13.0,,,,,,,,,,,,,,0.49826608869623207,,,,,0.16701550781726837,,,,,-0.14911717176437378
