actor_loss,algorithm,critic_loss,entropy,entropy_coef,episode,episode_collision_rate,episode_collisions,episode_return,episode_reward_collision,episode_reward_dist,episode_reward_energy,episode_reward_env,episode_reward_intent,episode_reward_safety,episode_reward_task,episode_reward_threat,episode_reward_time,episode_task_completion,eta,eval_collision_rate,eval_episode_collisions,eval_episode_return,eval_task_completion,potential_loss,probe_collision_rate,probe_episode_collisions,probe_episode_return,probe_task_completion,return_mean
-0.016729632392525673,mappo,31.1824893951416,1.2515919208526611,0.001,0.0,,,,,,,,,,,,,,0.0,,,,,0.030530203133821487,,,,,-0.6554101705551147
,mappo,,,,0.0,0.42,21.0,-32.77050858736038,-1.8374999687075615,0.015519170732545717,-0.4115149756689789,-32.77050858736038,0.0,-4.55255242716521,0.37628646445773484,0.0,-26.36074628122151,0.69600462064147,,,,,,,,,,,
-0.01945088617503643,mappo,18.160165786743164,1.2481589317321777,0.0009996998999666556,1.0,,,,,,,,,,,,,,0.0,,,,,0.03570754453539848,,,,,-0.5101402997970581
,mappo,,,,1.0,0.04,2.0,-25.50701704621315,-0.17499999701976776,0.03738588843566504,-0.4230595751578221,-25.50701704621315,0.0,-2.2740366719663143,0.4034597822246724,0.0,-23.075766772963107,0.7173867881298065,,,,,,,,,,,
-0.016465220600366592,mappo,11.05598258972168,1.2449434995651245,0.0009993997999333112,2.0,,,,,,,,,,,,,,0.0,,,,,0.026717301458120346,,,,,-0.3977208733558655
,mappo,,,,2.0,0.0,0.0,-19.886041939258575,0.0,-0.04052234754328765,-0.41381284251838224,-19.886041939258575,0.0,-0.5950294211506844,0.4025758970924471,0.0,-19.2392533775419,0.6980383253097534,,,,,,,,,,,
-0.00965135172009468,mappo,16.03876304626465,1.246674656867981,0.0009990996998999666,3.0,,,,,,,,,,,,,,0.0,,,,,0.020608458667993546,,,,,-0.49368205666542053
,mappo,,,,3.0,0.1,5.0,-24.684101969003677,-0.4374999925494194,-0.01502681823873786,-0.40739743679296225,-24.684101969003677,0.0,-4.51966471131891,0.3762546988673421,0.0,-19.680767817175365,0.6865728388726712,,,,,,,,,,,
-0.012734981253743172,mappo,25.110681533813477,1.2454277276992798,0.0009987995998666222,4.0,,,,,,,,,,,,,,0.0,,,,,0.03428152576088905,,,,,-0.6090517640113831
,mappo,,,,4.0,0.0,0.0,-30.45258915424347,0.0,-0.0024657403970138603,-0.4058027119463077,-30.45258915424347,0.0,-4.232209059409797,0.4252994198941451,0.0,-26.2374110147357,0.6800954800844192,,,,,,,,,,,
-0.009222457185387611,mappo,28.915977478027344,1.245728611946106,0.0009984994998332778,5.0,,,,,,,,,,,,,,0.0,,,,,0.01567300222814083,,,,,-0.6613252758979797
,mappo,,,,5.0,0.6,30.0,-33.066264271736145,-4.0687499307096004,-0.005632250501520275,-0.41705486775026657,-33.066264271736145,0.0,-6.818029866553843,0.4565716357155907,0.0,-22.213369057513773,0.571688707023859,,,,,,,,,,,
-0.008759740740060806,mappo,29.670970916748047,1.2463492155075073,0.0009981993997999334,6.0,,,,,,,,,,,,,,0.0,,,,,0.03406952694058418,,,,,-0.6825494170188904
,mappo,,,,6.0,0.24,12.0,-34.12747061252594,-1.0499999821186066,0.01890259717299614,-0.40397378667694284,-34.12747061252594,0.0,-4.410208245739341,0.41039907752110594,0.0,-28.692590069025755,0.6550504331290722,,,,,,,,,,,
-0.011863436549901962,mappo,23.229515075683594,1.249444842338562,0.000997899299766589,7.0,,,,,,,,,,,,,,0.0,,,,,0.02279503643512726,,,,,-0.6135338544845581
,mappo,,,,7.0,0.62,31.0,-30.676692128181458,-2.887499950826168,-0.01636143989770744,-0.4092559161435929,-30.676692128181458,0.0,-3.295836507342756,0.39579671963838337,0.0,-24.463534875772893,0.710576151907444,,,,,,,,,,,
-0.010051448829472065,mappo,21.381031036376953,1.2544775009155273,0.0009975991997332445,8.0,,,,,,,,,,,,,,0.0,,,,,0.029279891401529312,,,,,-0.5911576747894287
,mappo,,,,8.0,0.3,15.0,-29.557884693145752,-1.3124999776482582,-0.02366342334823912,-0.4158193754919921,-29.557884693145752,0.0,-2.364267189987004,0.3369961509542918,0.0,-25.778630908578634,0.7628468246757985,,,,,,,,,,,
-0.013306276872754097,mappo,19.551864624023438,1.2582049369812012,0.0009972990996999,9.0,,,,,,,,,,,,,,0.0,,,,,0.03841295838356018,,,,,-0.5798982381820679
,mappo,,,,9.0,0.0,0.0,-28.994912445545197,0.0,-0.05375653847636386,-0.4254648640999221,-28.994912445545197,0.0,-1.3122296780347824,0.28012045292973653,0.0,-27.483581766486168,0.7986344981193543,,,,,,,,,,,
-0.01049862802028656,mappo,14.9017915725708,1.2649345397949219,0.0009969989996665555,10.0,,,,,,,,,,,,,,0.0,,,,,0.031204137951135635,,,,,-0.5194478034973145
,mappo,,,,10.0,0.0,0.0,-25.97238940000534,0.0,-0.002237894848178712,-0.4060979833302554,-25.97238940000534,0.0,-4.282307448796928,0.40192156253988287,0.0,-21.683667635545135,0.7108058620989323,,,,,,,,,,,
-0.011742357164621353,mappo,20.33371353149414,1.2709345817565918,0.000996698899633211,11.0,,,,,,,,,,,,,,0.0,,,,,0.03966861963272095,,,,,-0.601638674736023
,mappo,,,,11.0,0.12,6.0,-30.081934988498688,-0.6124999895691872,-0.01431222473777538,-0.4138017435907386,-30.081934988498688,0.0,-3.6959116188809276,0.44468719718770444,0.0,-25.79009665362537,0.682190947830677,,,,,,,,,,,
-0.013874958269298077,mappo,21.791349411010742,1.2800052165985107,0.0009963987995998667,12.0,,,,,,,,,,,,,,0.0,,,,,0.038738563656806946,,,,,-0.6139645576477051
,mappo,,,,12.0,0.0,0.0,-30.69822734594345,0.0,-0.008208428863525796,-0.4142892428499181,-30.69822734594345,0.0,-1.7108825175091624,0.46182846093006447,0.0,-29.026675693690777,0.6390151147544384,,,,,,,,,,,
-0.007731989957392216,mappo,19.541757583618164,1.2811282873153687,0.0009960986995665223,13.0,,,,,,,,,,,,,,0.0,,,,,0.02239089272916317,,,,,-0.5747169256210327
,mappo,,,,13.0,0.36,18.0,-28.735846042633057,-2.4499999582767487,-0.030131877500309656,-0.4130959205394902,-28.735846042633057,0.0,-2.2119963970035315,0.4072851035880376,0.0,-24.037907137535512,0.6824942095577717,,,,,,,,,,,
-0.010692683979868889,mappo,32.07487869262695,1.2815043926239014,0.0009957985995331777,14.0,,,,,,,,,,,,,,0.0,,,,,0.04403267055749893,,,,,-0.7333221435546875
,mappo,,,,14.0,0.68,34.0,-36.66610884666443,-3.3249999433755875,-0.02108876407532989,-0.40647100369096734,-36.66610884666443,0.0,-4.112751823849976,0.36928157177680987,0.0,-29.17007914558053,0.6965511384606361,,,,,,,,,,,
-0.010696194134652615,mappo,28.102886199951172,1.284782886505127,0.0009954984994998332,15.0,,,,,,,,,,,,,,0.0,,,,,0.03220701962709427,,,,,-0.7033378481864929
,mappo,,,,15.0,0.36,18.0,-35.16689074039459,-1.8812499679625034,-0.006263480359848472,-0.40761561863473617,-35.16689074039459,0.0,-4.174733149819076,0.38963370033911815,0.0,-29.08666194602847,0.6937262253463268,,,,,,,,,,,
-0.014679172076284885,mappo,22.218076705932617,1.288376808166504,0.0009951983994664888,16.0,,,,,,,,,,,,,,0.0,,,,,0.0423896461725235,,,,,-0.6419329643249512
,mappo,,,,16.0,0.4,20.0,-32.09665036201477,-1.7499999701976776,-0.027483709918897148,-0.4204028726016986,-32.09665036201477,0.0,-1.5003655720502138,0.43346456513972953,0.0,-28.831862844526768,0.653445690870285,,,,,,,,,,,
-0.007475148420780897,mappo,28.582170486450195,1.2833555936813354,0.0009948982994331444,17.0,,,,,,,,,,,,,,0.0,,,,,0.01408388465642929,,,,,-0.7005235552787781
,mappo,,,,17.0,0.84,42.0,-35.02617788314819,-5.337499909102917,-0.02022965032739421,-0.40058750694879564,-35.02617788314819,0.0,-7.785856181755662,0.4495847685150238,0.0,-21.931589676067233,0.5865841095149517,,,,,,,,,,,
-0.013149690814316273,mappo,31.086936950683594,1.2857609987258911,0.0009945981993998,18.0,,,,,,,,,,,,,,0.0,,,,,0.03612218052148819,,,,,-0.7566923499107361
,mappo,,,,18.0,0.68,34.0,-37.83461892604828,-3.4999999403953552,-0.0105015767349812,-0.4116988778114319,-37.83461892604828,0.0,-5.906694875098765,0.4653176761275972,0.0,-28.471041467040777,0.6164448235929012,,,,,,,,,,,
