actor_loss,algorithm,critic_loss,entropy,entropy_coef,episode,episode_collision_rate,episode_collisions,episode_return,episode_reward_collision,episode_reward_dist,episode_reward_energy,episode_reward_env,episode_reward_intent,episode_reward_safety,episode_reward_task,episode_reward_threat,episode_reward_time,episode_task_completion,eta,eval_collision_rate,eval_episode_collisions,eval_episode_return,eval_task_completion,potential_loss,return_mean
-0.00400015851482749,imappo,1.0217107956123073e-05,0.8325594067573547,0.001,0.0,,,,,,,,,,,,,,0.5,,,,,0.035909198224544525,9.665289690019563e-05
,imappo,,,,0.0,0.0,0.0,0.004832644946873188,0.0,0.0,0.0,0.0,0.004832644946873188,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.006095434073358774,imappo,2.2593469566345448e-06,0.8281533718109131,0.0009996998999666556,1.0,,,,,,,,,,,,,,0.49986662220740247,,,,,0.037769608199596405,0.00010035606101155281
,imappo,,,,1.0,0.0,0.0,0.005017802581278374,0.0,0.0,0.0,0.0,0.005017802581278374,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.008778768591582775,imappo,1.2660785614571068e-05,0.8273695111274719,0.0009993997999333112,2.0,,,,,,,,,,,,,,0.49973324441480493,,,,,0.04199018329381943,0.00011377185001038015
,imappo,,,,2.0,0.0,0.0,0.005688592282240279,0.0,0.0,0.0,0.0,0.005688592282240279,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0047766175121068954,imappo,7.173262588366924e-07,0.8271350264549255,0.0009990996998999666,3.0,,,,,,,,,,,,,,0.4995998666222074,,,,,0.037471089512109756,0.00010183812992181629
,imappo,,,,3.0,0.0,0.0,0.00509190669254167,0.0,0.0,0.0,0.0,0.00509190669254167,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0018330824095755816,imappo,3.5342889077583095e-06,0.8242705464363098,0.0009987995998666222,4.0,,,,,,,,,,,,,,0.49946648882960987,,,,,0.03442859649658203,9.091829997487366e-05
,imappo,,,,4.0,0.0,0.0,0.0045459149914677255,0.0,0.0,0.0,0.0,0.0045459149914677255,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0024493143428117037,imappo,1.416942154719436e-06,0.8219587802886963,0.0009984994998332778,5.0,,,,,,,,,,,,,,0.49933311103701233,,,,,0.03924258053302765,0.00010331671364838257
,imappo,,,,5.0,0.0,0.0,0.005165835827938281,0.0,0.0,0.0,0.0,0.005165835827938281,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.00454646535217762,imappo,8.351399287676031e-07,0.8212246298789978,0.0009981993997999334,6.0,,,,,,,,,,,,,,0.4991997332444148,,,,,0.030538100749254227,7.398798334179446e-05
,imappo,,,,6.0,0.0,0.0,0.0036993993307987694,0.0,0.0,0.0,0.0,0.0036993993307987694,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.007514250464737415,imappo,8.365245918184883e-08,0.8225646615028381,0.000997899299766589,7.0,,,,,,,,,,,,,,0.49906635545181727,,,,,0.031561337411403656,7.722863665549085e-05
,imappo,,,,7.0,0.0,0.0,0.0038614313780271914,0.0,0.0,0.0,0.0,0.0038614313780271914,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.01003798097372055,imappo,1.8299714099612174e-07,0.8230375051498413,0.0009975991997332445,8.0,,,,,,,,,,,,,,0.49893297765921973,,,,,0.03495887294411659,8.451826579403132e-05
,imappo,,,,8.0,0.0,0.0,0.004225913449772634,0.0,0.0,0.0,0.0,0.004225913449772634,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.007837030105292797,imappo,1.8444495708536124e-07,0.821972131729126,0.0009972990996999,9.0,,,,,,,,,,,,,,0.4987995998666222,,,,,0.03426387161016464,8.994387462735176e-05
,imappo,,,,9.0,0.0,0.0,0.004497193720453652,0.0,0.0,0.0,0.0,0.004497193720453652,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.009937634691596031,imappo,2.0621985186153324e-07,0.8225488066673279,0.0009969989996665555,10.0,,,,,,,,,,,,,,0.49866622207402467,,,,,0.031476669013500214,7.93528524809517e-05
,imappo,,,,10.0,0.0,0.0,0.003967643031501211,0.0,0.0,0.0,0.0,0.003967643031501211,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.004089276306331158,imappo,9.250048549347412e-08,0.823584794998169,0.000996698899633211,11.0,,,,,,,,,,,,,,0.49853284428142713,,,,,0.03206946700811386,8.47228366183117e-05
,imappo,,,,11.0,0.0,0.0,0.004236141980072716,0.0,0.0,0.0,0.0,0.004236141980072716,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.011546298861503601,imappo,6.70425137627717e-08,0.82443767786026,0.0009963987995998667,12.0,,,,,,,,,,,,,,0.4983994664888296,,,,,0.029495719820261,8.199862350011244e-05
,imappo,,,,12.0,0.0,0.0,0.004099930922166095,0.0,0.0,0.0,0.0,0.004099930922166095,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.004123247228562832,imappo,4.371265305280758e-08,0.8191744089126587,0.0009960986995665223,13.0,,,,,,,,,,,,,,0.49826608869623207,,,,,0.029136504977941513,8.196034468710423e-05
,imappo,,,,13.0,0.0,0.0,0.004098017107025953,0.0,0.0,0.0,0.0,0.004098017107025953,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0024952422827482224,imappo,1.4172514717358808e-08,0.8130930662155151,0.0009957985995331777,14.0,,,,,,,,,,,,,,0.49813271090363453,,,,,0.02967764064669609,7.824722706573084e-05
,imappo,,,,14.0,0.0,0.0,0.003912361538823461,0.0,0.0,0.0,0.0,0.003912361538823461,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.005031255539506674,imappo,3.120723590654961e-08,0.8028150200843811,0.0009954984994998332,15.0,,,,,,,,,,,,,,0.497999333111037,,,,,0.03217446058988571,8.376886398764327e-05
,imappo,,,,15.0,0.0,0.0,0.004188443115708651,0.0,0.0,0.0,0.0,0.004188443115708651,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.004395632538944483,imappo,9.689285462854969e-08,0.7941722869873047,0.0009951983994664888,16.0,,,,,,,,,,,,,,0.49786595531843947,,,,,0.02742370218038559,7.399488822557032e-05
,imappo,,,,16.0,0.0,0.0,0.0036997445349697955,0.0,0.0,0.0,0.0,0.0036997445349697955,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.008143126033246517,imappo,1.6349032350149173e-08,0.7909440398216248,0.0009948982994331444,17.0,,,,,,,,,,,,,,0.49773257752584193,,,,,0.025547059252858162,6.465180194936693e-05
,imappo,,,,17.0,0.0,0.0,0.0032325899173883954,0.0,0.0,0.0,0.0,0.0032325899173883954,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.014040489681065083,imappo,5.173515660317207e-08,0.7817322015762329,0.0009945981993998,18.0,,,,,,,,,,,,,,0.4975991997332444,,,,,0.030789263546466827,7.706914766458794e-05
,imappo,,,,18.0,0.0,0.0,0.003853457106743008,0.0,0.0,0.0,0.0,0.003853457106743008,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0007202848209999502,imappo,4.4074930372062227e-08,0.781676173210144,0.0009942980993664554,19.0,,,,,,,,,,,,,,0.49746582194064687,,,,,0.02273046225309372,6.171110726427287e-05
,imappo,,,,19.0,0.0,0.0,0.003085555519646732,0.0,0.0,0.0,0.0,0.003085555519646732,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.006219731643795967,imappo,9.747180484964701e-08,0.7709566950798035,0.000993997999333111,20.0,,,,,,,,,,,,,,0.49733244414804934,,,,,0.036713678389787674,9.697449422674254e-05
,imappo,,,,20.0,0.0,0.0,0.004848725198826287,0.0,0.0,0.0,0.0,0.004848725198826287,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.004042362794280052,imappo,3.703541651134401e-08,0.7589245438575745,0.0009936978992997666,21.0,,,,,,,,,,,,,,0.4971990663554518,,,,,0.030745001509785652,7.930096035124734e-05
,imappo,,,,21.0,0.0,0.0,0.003965048108511837,0.0,0.0,0.0,0.0,0.003965048108511837,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.009882394224405289,imappo,2.723258418768637e-08,0.7556078433990479,0.0009933977992664222,22.0,,,,,,,,,,,,,,0.49706568856285427,,,,,0.03664865344762802,8.616645209258422e-05
,imappo,,,,22.0,0.0,0.0,0.004308322782890173,0.0,0.0,0.0,0.0,0.004308322782890173,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.013092061504721642,imappo,1.8929027234548812e-08,0.7469208836555481,0.0009930976992330778,23.0,,,,,,,,,,,,,,0.49693231077025674,,,,,0.03275011479854584,7.962572999531403e-05
,imappo,,,,23.0,0.0,0.0,0.003981286639827886,0.0,0.0,0.0,0.0,0.003981286639827886,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.002375079784542322,imappo,1.0434893837896198e-08,0.7526500225067139,0.0009927975991997334,24.0,,,,,,,,,,,,,,0.4967989329776592,,,,,0.032819896936416626,8.450299355899915e-05
,imappo,,,,24.0,0.0,0.0,0.004225149899866665,0.0,0.0,0.0,0.0,0.004225149899866665,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.004181852098554373,imappo,1.2717859654287622e-08,0.7438915967941284,0.0009924974991663887,25.0,,,,,,,,,,,,,,0.49666555518506167,,,,,0.02972450852394104,7.379798626061529e-05
,imappo,,,,25.0,0.0,0.0,0.0036898992038914002,0.0,0.0,0.0,0.0,0.0036898992038914002,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0053336224518716335,imappo,1.5309693068843444e-08,0.764995276927948,0.0009921973991330443,26.0,,,,,,,,,,,,,,0.49653217739246414,,,,,0.032980047166347504,8.28640695544891e-05
,imappo,,,,26.0,0.0,0.0,0.004143203273997642,0.0,0.0,0.0,0.0,0.004143203273997642,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0011795773170888424,imappo,1.635653923415248e-08,0.7586948275566101,0.0009918972990997,27.0,,,,,,,,,,,,,,0.4963987995998666,,,,,0.0320664644241333,8.232166146626696e-05
,imappo,,,,27.0,0.0,0.0,0.004116082833206747,0.0,0.0,0.0,0.0,0.004116082833206747,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0019374226685613394,imappo,2.118706987630503e-08,0.7667644619941711,0.0009915971990663555,28.0,,,,,,,,,,,,,,0.49626542180726907,,,,,0.030324365943670273,7.770441879983991e-05
