actor_loss,algorithm,critic_loss,entropy,entropy_coef,episode,episode_collision_rate,episode_collisions,episode_return,episode_reward_collision,episode_reward_dist,episode_reward_energy,episode_reward_env,episode_reward_intent,episode_reward_safety,episode_reward_task,episode_reward_threat,episode_reward_time,episode_task_completion,eta,eval_collision_rate,eval_episode_collisions,eval_episode_return,eval_task_completion,potential_loss,return_mean
-0.008390448056161404,mappo,4.069623628311092e-06,0.8378904461860657,0.001,0.0,,,,,,,,,,,,,,0.0,,,,,0.008367245085537434,0.0
,mappo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0027401933912187815,mappo,4.884354893874843e-06,0.8398750424385071,0.0009996998999666556,1.0,,,,,,,,,,,,,,0.0,,,,,0.008730417117476463,0.0
,mappo,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.001199779100716114,mappo,1.0768999345600605e-05,0.8448219299316406,0.0009993997999333112,2.0,,,,,,,,,,,,,,0.0,,,,,0.008355132304131985,0.0
,mappo,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0033699108753353357,mappo,2.0440586467884714e-06,0.8486213088035583,0.0009990996998999666,3.0,,,,,,,,,,,,,,0.0,,,,,0.008295253850519657,0.0
,mappo,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0002349038841202855,mappo,4.253061888448428e-06,0.8504152894020081,0.0009987995998666222,4.0,,,,,,,,,,,,,,0.0,,,,,0.008478894829750061,0.0
,mappo,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.004172990098595619,mappo,1.2076505981895025e-06,0.8521173000335693,0.0009984994998332778,5.0,,,,,,,,,,,,,,0.0,,,,,0.008492130786180496,0.0
,mappo,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.003727726638317108,mappo,1.0881294656428508e-06,0.8532053232192993,0.0009981993997999334,6.0,,,,,,,,,,,,,,0.0,,,,,0.00832897238433361,0.0
,mappo,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.006560342386364937,mappo,4.22378263920109e-07,0.8546724319458008,0.000997899299766589,7.0,,,,,,,,,,,,,,0.0,,,,,0.008584522642195225,0.0
,mappo,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.010670161806046963,mappo,2.371979235249455e-07,0.858281135559082,0.0009975991997332445,8.0,,,,,,,,,,,,,,0.0,,,,,0.00892840325832367,0.0
,mappo,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.00301189674064517,mappo,3.8282871628325665e-07,0.862986147403717,0.0009972990996999,9.0,,,,,,,,,,,,,,0.0,,,,,0.00871091615408659,0.0
,mappo,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.00625528022646904,mappo,3.662734116005595e-07,0.8686289191246033,0.0009969989996665555,10.0,,,,,,,,,,,,,,0.0,,,,,0.008421624079346657,0.0
,mappo,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0034846069756895304,mappo,3.192526207840274e-07,0.8766719698905945,0.000996698899633211,11.0,,,,,,,,,,,,,,0.0,,,,,0.008521031588315964,0.0
,mappo,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.009340900927782059,mappo,4.839778853238386e-07,0.8799036741256714,0.0009963987995998667,12.0,,,,,,,,,,,,,,0.0,,,,,0.009050518274307251,0.0
,mappo,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0010447680251672864,mappo,1.2644898106373148e-07,0.8806495070457458,0.0009960986995665223,13.0,,,,,,,,,,,,,,0.0,,,,,0.009183770045638084,0.0
,mappo,,,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.011429572477936745,mappo,7.245615307738262e-08,0.8897882103919983,0.0009957985995331777,14.0,,,,,,,,,,,,,,0.0,,,,,0.009335033595561981,0.0
,mappo,,,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0007321950397454202,mappo,3.1508417208669925e-08,0.8946674466133118,0.0009954984994998332,15.0,,,,,,,,,,,,,,0.0,,,,,0.009148182347416878,0.0
,mappo,,,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.00904004368931055,mappo,4.7028624550193854e-08,0.9003429412841797,0.0009951983994664888,16.0,,,,,,,,,,,,,,0.0,,,,,0.009595447219908237,0.0
,mappo,,,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.007499323226511478,mappo,4.526163976947828e-08,0.9083004593849182,0.0009948982994331444,17.0,,,,,,,,,,,,,,0.0,,,,,0.009384136646986008,0.0
,mappo,,,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
