actor_loss,algorithm,critic_loss,entropy,entropy_coef,episode,episode_collision_rate,episode_collisions,episode_return,episode_reward_collision,episode_reward_dist,episode_reward_energy,episode_reward_env,episode_reward_intent,episode_reward_safety,episode_reward_task,episode_reward_threat,episode_reward_time,episode_task_completion,eta,eval_collision_rate,eval_episode_collisions,eval_episode_return,eval_task_completion,potential_loss,probe_collision_rate,probe_episode_collisions,probe_episode_return,probe_task_completion,return_mean
-0.019890306517481804,imappo,2.6916582584381104,1.2534360885620117,0.001,0.0,,,,,,,,,,,,,,0.5,,,,,0.03294658660888672,,,,,0.03845726326107979
,imappo,,,,0.0,0.32,16.0,1.9228629767894745,-1.5749999731779099,-0.022461222431559236,-0.4022416840380174,1.9198690950870514,0.0029937829822301865,-3.616983820684254,24.449133127211013,0.0,-16.912577464203423,0.5470172463357449,,,,,,,,,,,
-0.008513350039720535,imappo,27.277732849121094,-2.7468936443328857,0.0009996998999666556,1.0,,,,,,,,,,,,,,0.49986662220740247,,,,,0.05637042224407196,,,,,-0.5968559384346008
,imappo,,,,1.0,0.0,0.0,-29.842795729637146,0.0,-0.011913448447160135,-0.3154550777926488,-29.85363459587097,0.010839112102985382,-1.9763972144573927,0.3573581779999131,0.0,-27.90722705796361,0.7731046153604985,,,,,,,,,,,
-0.014929097145795822,imappo,26.434946060180664,1.246516466140747,0.0009993997999333112,2.0,,,,,,,,,,,,,,0.49973324441480493,,,,,0.041879668831825256,,,,,-0.5933325290679932
,imappo,,,,2.0,0.3,15.0,-29.66662734746933,-1.3124999776482582,0.003206269608654111,-0.4100275097443955,-29.676243662834167,0.009616082534193993,-2.5606123423203826,0.39236210725357523,0.0,-25.788672061637044,0.6782519046962261,,,,,,,,,,,
-0.006711237598210573,imappo,26.965312957763672,-2.7509918212890625,0.0009990996998999666,3.0,,,,,,,,,,,,,,0.4995998666222074,,,,,0.03935057669878006,,,,,-0.5830532908439636
,imappo,,,,3.0,0.4,20.0,-29.15266489982605,-1.7499999701976776,-0.008703875885842649,-0.32226573669322534,-29.161567986011505,0.008903132751584053,-4.123435523360968,0.37302403156718356,0.0,-23.330186834558845,0.6539319747686386,,,,,,,,,,,
-0.0153364771977067,imappo,20.950439453125,1.245255470275879,0.0009987995998666222,4.0,,,,,,,,,,,,,,0.49946648882960987,,,,,0.03153304010629654,,,,,-0.5193586349487305
,imappo,,,,4.0,0.5,25.0,-25.967932522296906,-2.187499962747097,-0.0206094896519744,-0.4188703404070111,-25.969037979841232,0.0011055003851652145,-2.3480814108625054,0.3404388478857072,0.0,-21.334415847901255,0.7824524769186973,,,,,,,,,,,
-0.003718459513038397,imappo,39.53160858154297,-2.7528347969055176,0.0009984994998332778,5.0,,,,,,,,,,,,,,0.49933311103701233,,,,,0.03749362379312515,,,,,-0.7222984433174133
,imappo,,,,5.0,0.84,42.0,-36.11492204666138,-5.162499912083149,0.003120927452414435,-0.3226108855669736,-36.12147980928421,0.006557859480381012,-7.855010038241744,0.42564844710602756,0.0,-23.210128350183368,0.5717739588022233,,,,,,,,,,,
-0.010602099820971489,imappo,26.57677459716797,1.2458813190460205,0.0009981993997999334,6.0,,,,,,,,,,,,,,0.4991997332444148,,,,,0.028180470690131187,,,,,-0.6074928641319275
,imappo,,,,6.0,0.42,21.0,-30.374643981456757,-1.8374999687075615,0.031328055181596426,-0.40822050272254273,-30.379195153713226,0.004550892626866698,-3.5675177136436105,0.3657520346628189,0.0,-24.963036792119965,0.7793313762545586,,,,,,,,,,,
-0.004673066549003124,imappo,22.41345977783203,-2.7650821208953857,0.000997899299766589,7.0,,,,,,,,,,,,,,0.49906635545181727,,,,,0.04189245402812958,,,,,-0.5736109614372253
,imappo,,,,7.0,0.1,5.0,-28.68054687976837,-0.4374999925494194,-0.004181355498928951,-0.32180030675090165,-28.685252606868744,0.004706345498561859,-3.262684317305684,0.38778627556985157,0.0,-25.04687316296622,0.6913123974204063,,,,,,,,,,,
-0.016979796811938286,imappo,18.465612411499023,1.2244937419891357,0.0009975991997332445,8.0,,,,,,,,,,,,,,0.49893297765921973,,,,,0.026962656527757645,,,,,-0.5263144373893738
,imappo,,,,8.0,0.0,0.0,-26.31572213768959,0.0,-0.0633009056709426,-0.4186778202129062,-26.318293154239655,0.002570914104580879,-0.7015798911452293,0.4448097194585898,0.0,-25.579544350504875,0.5653102479875087,,,,,,,,,,,
-0.0041297851130366325,imappo,22.676694869995117,-2.786600112915039,0.0009972990996999,9.0,,,,,,,,,,,,,,0.4987995998666222,,,,,0.030132681131362915,,,,,-0.5912595391273499
,imappo,,,,9.0,0.0,0.0,-29.562977135181427,0.0,-0.05991508370379961,-0.3293614415324555,-29.56743323802948,0.004456277936697006,-0.49808279797434807,0.38326071857636634,0.0,-29.063334446400404,0.6929782611131668,,,,,,,,,,,
-0.012580569833517075,imappo,32.54144287109375,1.2086886167526245,0.0009969989996665555,10.0,,,,,,,,,,,,,,0.49866622207402467,,,,,0.021957270801067352,,,,,-0.6929814219474792
,imappo,,,,10.0,0.44,22.0,-34.649070620536804,-1.9249999672174454,-0.06722709695395679,-0.43433135258965194,-34.65056782960892,0.001496773213148117,-3.4678665958344936,0.4525495746689785,0.0,-29.208692148327827,0.6551719751954078,,,,,,,,,,,
-0.004733828827738762,imappo,48.825801849365234,-2.780413866043091,0.000996698899633211,11.0,,,,,,,,,,,,,,0.49853284428142713,,,,,0.025730054825544357,,,,,-0.8805700540542603
,imappo,,,,11.0,0.8,40.0,-44.02850127220154,-5.293749909847975,-0.009218155328909461,-0.31802612289538956,-44.03197777271271,0.0034767650067806244,-10.197140272706747,0.3463954707190169,0.0,-28.560238648205996,0.7302825020253658,,,,,,,,,,,
-0.00926796905696392,imappo,20.339706420898438,1.2276486158370972,0.0009963987995998667,12.0,,,,,,,,,,,,,,0.4983994664888296,,,,,0.022570861503481865,,,,,-0.598075270652771
,imappo,,,,12.0,0.0,0.0,-29.903764009475708,0.0,-0.044744609175950245,-0.4181936303139082,-29.90818476676941,0.004420850425958633,-3.3558763852342963,0.3550863828948536,0.0,-26.444456435739994,0.7572931008040905,,,,,,,,,,,
-0.00463992590084672,imappo,17.857635498046875,-2.7886905670166016,0.0009960986995665223,13.0,,,,,,,,,,,,,,0.49826608869623207,,,,,0.026830781251192093,,,,,-0.5921170711517334
,imappo,,,,13.0,0.0,0.0,-29.605854392051697,0.0,-0.02420612208429418,-0.33625625699642114,-29.60799115896225,0.0021363459527492523,-1.8633565455675125,0.30393264922405194,0.0,-27.688104648143053,0.8200400304794312,,,,,,,,,,,
-0.009452462196350098,imappo,18.624597549438477,1.2320293188095093,0.0009957985995331777,14.0,,,,,,,,,,,,,,0.49813271090363453,,,,,0.019100841134786606,,,,,-0.6147077083587646
,imappo,,,,14.0,0.44,22.0,-30.735383450984955,-1.9249999672174454,-0.011200165055214484,-0.4293997669738019,-30.73917007446289,0.0037861205637454987,-1.7597843445837498,0.38683494053202594,0.0,-27.00062032788992,0.6234604474902153,,,,,,,,,,,
-0.006806574761867523,imappo,19.440523147583008,-2.7972161769866943,0.0009954984994998332,15.0,,,,,,,,,,,,,,0.497999333111037,,,,,0.03529644012451172,,,,,-0.6008006930351257
,imappo,,,,15.0,0.12,6.0,-30.040035009384155,-0.5249999910593033,-0.0503876783502335,-0.3219172695698944,-30.04517352581024,0.005138508975505829,-3.013539746403694,0.3846062666822263,0.0,-26.518935319036245,0.6924672816693783,,,,,,,,,,,
-0.011466286145150661,imappo,20.083728790283203,1.2104942798614502,0.0009951983994664888,16.0,,,,,,,,,,,,,,0.49786595531843947,,,,,0.017482876777648926,,,,,-0.6178731322288513
