actor_loss,algorithm,critic_loss,entropy,entropy_coef,episode,episode_collision_rate,episode_collisions,episode_return,episode_reward_collision,episode_reward_dist,episode_reward_energy,episode_reward_env,episode_reward_intent,episode_reward_safety,episode_reward_task,episode_task_completion,eta,eval_collision_rate,eval_episode_collisions,eval_episode_return,eval_task_completion,potential_loss,probe_collision_rate,probe_episode_collisions,probe_episode_return,probe_task_completion,return_mean
-0.01764385960996151,imappo,0.013474816456437111,0.2568191587924957,0.001,0.0,,,,,,,,,,,,0.5,,,,,1.413913607597351,,,,,-0.02232184261083603
,imappo,,,,0.0,0.0,0.0,-1.1160920849069953,0.0,0.04499176891886236,-0.38888910462264903,-1.3133828658610582,0.19729077816009521,-1.2065958455204964,0.23711032609026006,0.7673143988847733,,,,,,,,,,,
-0.008763524703681469,imappo,1.2436280250549316,-0.7498193979263306,0.0009981963927855712,1.0,,,,,,,,,,,,0.4991983967935872,,,,,1.1382967233657837,,,,,-0.12595251202583313
,imappo,,,,1.0,0.24,12.0,-6.297625742852688,-2.099999964237213,-0.0033443752056143694,-0.36498606197710615,-6.436511464416981,0.13888571737334132,-4.260415859520435,0.2922347669609735,0.7076075050234795,,,,,,,,,,,
-0.010580934584140778,imappo,0.003780545201152563,1.235103726387024,0.0009963927855711422,2.0,,,,,,,,,,,,0.49839679358717437,,,,,2.6640725135803223,,,,,0.007169513497501612
,imappo,,,,2.0,0.0,0.0,0.35847567970631644,0.0,0.016066768515202057,-0.4152283853618428,0.029123154818080366,0.32935252459719777,-0.01919146627187729,0.4474762382269546,0.6563139545917511,,,,,,,,,,,
-0.016879331320524216,imappo,0.0006894154357723892,1.230762004852295,0.0009945891783567134,3.0,,,,,,,,,,,,0.4975951903807615,,,,,0.9228003025054932,,,,,-0.0020750742405653
,imappo,,,,3.0,0.0,0.0,-0.10375370638212189,0.0,-0.03578143498688746,-0.41197688117972575,-0.24283987848320976,0.13908617701963522,-0.15585599839687347,0.3607744366454426,0.6706450036168099,,,,,,,,,,,
-0.005680379457771778,imappo,0.0008589319768361747,-2.7785732746124268,0.0009927855711422847,4.0,,,,,,,,,,,,0.4967935871743487,,,,,2.143850803375244,,,,,-0.0003183502412866801
,imappo,,,,4.0,0.0,0.0,-0.01591750798979774,0.0,-0.003218446900859817,-0.30783517193640364,-0.29463215987198055,0.2787146484479308,-0.3132549747824669,0.3296764387581561,0.40881364345550536,,,,,,,,,,,
-0.008432074449956417,imappo,0.03193758800625801,-0.7819480299949646,0.0009909819639278557,5.0,,,,,,,,,,,,0.49599198396793587,,,,,1.1657750606536865,,,,,-0.030273979529738426
,imappo,,,,5.0,0.04,2.0,-1.5136988930171356,-0.3499999940395355,-0.0030403590685637027,-0.36960438574897125,-1.679356296081096,0.16565739345969632,-1.2323909401893616,0.27567936650302727,0.7675222146511078,,,,,,,,,,,
-0.010083144530653954,imappo,1.1587092876434326,-0.7877091765403748,0.0009891783567134269,6.0,,,,,,,,,,,,0.49519038076152305,,,,,0.7933253049850464,,,,,-0.13925765454769135
,imappo,,,,6.0,0.1,5.0,-6.962882548570633,-0.8749999850988388,-0.020056558246892564,-0.3493173023307463,-7.068636544048786,0.10575392376631498,-6.112357433885336,0.2880948304809863,0.7574572476744652,,,,,,,,,,,
-0.014225024729967117,imappo,0.021236324682831764,-0.8141863942146301,0.000987374749498998,7.0,,,,,,,,,,,,0.49438877755511024,,,,,1.7853999137878418,,,,,-0.021756302565336227
,imappo,,,,7.0,0.0,0.0,-1.0878151301294565,0.0,-0.03765702126658255,-0.3484989396019955,-1.3000678848475218,0.21225275506731123,-1.1574343591928482,0.24352243292059939,0.7609168589115143,,,,,,,,,,,
-0.00858540553599596,imappo,0.01689463108778,-0.8151581287384033,0.000985571142284569,8.0,,,,,,,,,,,,0.4935871743486974,,,,,2.353346347808838,,,,,0.004252223297953606
,imappo,,,,8.0,0.0,0.0,0.21261117717949674,0.0,0.008044252451099965,-0.3558144709095359,-0.0821058455912862,0.2947170215193182,0.0,0.26566437269138987,0.8251804724335671,,,,,,,,,,,
-0.007398333866149187,imappo,0.07217574119567871,-1.8145924806594849,0.0009837675350701403,9.0,,,,,,,,,,,,0.49278557114228455,,,,,1.7884917259216309,,,,,-0.044886600226163864
,imappo,,,,9.0,0.0,0.0,-2.244329934939742,0.0,0.01667232211048031,-0.3295854856551159,-2.471624258905649,0.22729433048516512,-2.519267302006483,0.36055621011473704,0.7973452365398407,,,,,,,,,,,
-0.004806064069271088,imappo,0.021853012964129448,-2.8060312271118164,0.0009819639278557115,10.0,,,,,,,,,,,,0.49198396793587174,,,,,1.5137953758239746,,,,,-0.017125092446804047
,imappo,,,,10.0,0.0,0.0,-0.856254663085565,0.0,-0.03120163079734084,-0.30766006510384614,-1.0259200871514622,0.16966542461887002,-0.9199720472097397,0.23291365227396454,0.6775105038285255,,,,,,,,,,,
-0.015717366710305214,imappo,0.5017412304878235,1.1640515327453613,0.0009801603206412825,11.0,,,,,,,,,,,,0.4911823647294589,,,,,1.5142292976379395,,,,,-0.09726686775684357
,imappo,,,,11.0,0.34,17.0,-4.863343100994825,-2.974999949336052,-0.03907498748662874,-0.4123920373094734,-5.038618599064648,0.17527545581106097,-2.0157057978212833,0.4035542235506,0.6049680465459824,,,,,,,,,,,
-0.013464798219501972,imappo,0.012237396091222763,-0.8363988399505615,0.0009783567134268537,12.0,,,,,,,,,,,,0.4903807615230461,,,,,1.820275902748108,,,,,0.0035213169176131487
,imappo,,,,12.0,0.0,0.0,0.17606584176246542,0.0,-0.05841763519219967,-0.37248612266557757,-0.052604003285523504,0.22866984881693497,-0.06254130601882935,0.4408410606356483,0.5332963785529137,,,,,,,,,,,
-0.01568591222167015,imappo,1.274863839149475,1.1707613468170166,0.0009765531062124248,13.0,,,,,,,,,,,,0.4895791583166333,,,,,1.5665984153747559,,,,,-0.12874704599380493
,imappo,,,,13.0,0.46,23.0,-6.437351934611797,-4.0249999314546585,0.016696530467925186,-0.3991577558917925,-6.668936584144831,0.23158471047645435,-2.5761512517929077,0.31467582642653724,0.7466643384099007,,,,,,,,,,,
-0.017061827704310417,imappo,0.06133462116122246,0.13939844071865082,0.000974749498997996,14.0,,,,,,,,,,,,0.4887775551102204,,,,,1.2079768180847168,,,,,-0.0030675900634378195
,imappo,,,,14.0,0.0,0.0,-0.15337949997046962,0.0,-0.03261387470610089,-0.39104941645928193,-0.32682666793698445,0.17344716980005614,-0.23512579500675201,0.33196241485711653,0.7366582235693931,,,,,,,,,,,
-0.004905297886580229,imappo,0.025951480492949486,-0.8359556794166565,0.0009729458917835671,15.0,,,,,,,,,,,,0.4879759519038076,,,,,1.743520736694336,,,,,-0.031036222353577614
,imappo,,,,15.0,0.0,0.0,-1.5518110673874617,0.0,0.009992112554712662,-0.35238118446432054,-1.8187598306685686,0.2669487907551229,-1.7796145044267178,0.3032437335314171,0.7259766343235969,,,,,,,,,,,
