variant,tier,metric,n,mean,std,iqm,ci_low,ci_high
imappo_attention,canonical,episode_return,1,0.05000000149011612,0.0,0.05000000149011612,0.05000000149011612,0.05000000149011612
mappo,canonical,episode_return,1,0.01666666716337204,0.0,0.01666666716337204,0.01666666716337204,0.01666666716337204
ippo,canonical,episode_return,1,0.03333333432674408,0.0,0.03333333432674408,0.03333333432674408,0.03333333432674408
happo,canonical,episode_return,1,0.03333333432674408,0.0,0.03333333432674408,0.03333333432674408,0.03333333432674408
matd3,canonical,episode_return,1,0.13333333730697633,0.0,0.13333333730697633,0.13333333730697633,0.13333333730697633
