baseline,tier,metric,mean_difference,ci_low,ci_high,effect_dz,exact_p,holm_p,holm_reject_0_05
mappo,canonical,episode_return,0.033333334326744075,0.033333334326744075,0.033333334326744075,0.0,1.0,1.0,False
ippo,canonical,episode_return,0.016666667163372034,0.016666667163372034,0.016666667163372034,0.0,1.0,1.0,False
happo,canonical,episode_return,0.016666667163372034,0.016666667163372034,0.016666667163372034,0.0,1.0,1.0,False
matd3,canonical,episode_return,-0.08333333581686021,-0.08333333581686021,-0.08333333581686021,0.0,1.0,1.0,False
