actor_loss,algorithm,critic_loss,entropy,entropy_coef,episode,episode_collision_rate,episode_collisions,episode_return,episode_reward_collision,episode_reward_dist,episode_reward_energy,episode_reward_env,episode_reward_intent,episode_reward_safety,episode_reward_task,episode_task_completion,eta,eval_collision_rate,eval_episode_collisions,eval_episode_return,eval_task_completion,potential_loss,probe_collision_rate,probe_episode_collisions,probe_episode_return,probe_task_completion,return_mean
0.1696772277355194,imappo,0.012114194221794605,1.2481354475021362,0.001,0.0,,,,,,,,,,,,0.5,,,,,0.019990738481283188,,,,,-0.031253837049007416
,imappo,,,,0.0,0.0,0.0,-0.9376151580363512,0.0,-0.008268549890090071,-0.24346762121422216,-0.9605805538594723,0.02296538185328245,-1.0140424743294716,0.3051980888703838,0.5861405171453953,,,,,,,,,,,
-0.05359937995672226,imappo,0.5270252823829651,-2.7545723915100098,0.000996989966555184,1.0,,,,,,,,,,,,0.49866220735785954,,,,,0.08955314755439758,,,,,-0.1109829917550087
,imappo,,,,1.0,0.8666666666666667,26.0,-3.3294897619634867,-2.274999961256981,0.007771531928298714,-0.19913367957269656,-3.345786524936557,0.016296759436954744,-1.1774900425225496,0.2980656205982086,0.492207745462656,,,,,,,,,,,
-0.35351771116256714,imappo,0.06255307048559189,1.2335999011993408,0.000993979933110368,2.0,,,,,,,,,,,,0.4973244147157191,,,,,0.050036221742630005,,,,,-0.054026152938604355
,imappo,,,,2.0,0.0,0.0,-1.6207847632467747,0.0,0.0046559093296991705,-0.24500874262594152,-1.6328145749866962,0.0120298009715043,-1.6677539432421327,0.2752922080762801,0.6672087927659353,,,,,,,,,,,
0.08762029558420181,imappo,0.8493887782096863,-2.7559964656829834,0.0009909698996655519,3.0,,,,,,,,,,,,0.4959866220735786,,,,,0.09901430457830429,,,,,-0.13404913246631622
,imappo,,,,3.0,0.9,27.0,-4.021474167704582,-2.3624999597668648,-0.0048821608515652315,-0.19759076967602596,-4.042183510959148,0.020709339347376954,-1.7206526910886168,0.24344205682245956,0.5956207536160946,,,,,,,,,,,
0.33045172691345215,imappo,0.018520193174481392,-2.755871295928955,0.0009879598662207358,4.0,,,,,,,,,,,,0.4946488294314381,,,,,0.03241105377674103,,,,,-0.042281221598386765
,imappo,,,,4.0,0.0,0.0,-1.2684367410838604,0.0,-0.00440241191364521,-0.18899232111652964,-1.2746594361960888,0.006222709402209148,-1.3566700518131256,0.27540533489809604,0.5894970749815305,,,,,,,,,,,
0.08906468003988266,imappo,3.0314488410949707,-2.7513415813446045,0.0009849498327759198,5.0,,,,,,,,,,,,0.49331103678929766,,,,,0.056501604616642,,,,,-0.27032166719436646
,imappo,,,,5.0,1.0,30.0,-8.10964959859848,-2.6249999552965164,0.004076726415803478,-0.19911424182191695,-8.119037330150604,0.009387822305143345,-5.562011736445129,0.2630118303291056,0.5775548207263151,,,,,,,,,,,
0.24318304657936096,imappo,1.2705148458480835,0.2322448045015335,0.0009819397993311037,6.0,,,,,,,,,,,,0.4919732441471572,,,,,0.1669931560754776,,,,,-0.17198343575000763
,imappo,,,,6.0,1.0,30.0,-5.159503012895584,-2.6249999552965164,-0.00936121388963329,-0.22432131161622237,-5.166333198547363,0.006830232392530888,-2.54698552750051,0.23933475366993662,0.6250893150766691,,,,,,,,,,,
0.21194244921207428,imappo,2.0002188682556152,0.23855257034301758,0.0009789297658862877,7.0,,,,,,,,,,,,0.49063545150501675,,,,,0.12178891897201538,,,,,-0.20827147364616394
,imappo,,,,7.0,0.9,27.0,-6.248144403100014,-3.587499938905239,-0.030068247367808,-0.23913634484051727,-6.280107721686363,0.031963396118953824,-2.6458196956664324,0.22241642528751981,0.5561162633200486,,,,,,,,,,,
-0.21542370319366455,imappo,0.35817527770996094,-2.740540027618408,0.0009759197324414716,8.0,,,,,,,,,,,,0.48929765886287624,,,,,0.00429507764056325,,,,,-0.12470150738954544
,imappo,,,,8.0,0.8666666666666667,26.0,-3.741045508533716,-2.274999961256981,-0.005264675924763651,-0.19632779686435242,-3.7416325621306896,0.0005869647138752043,-1.5296358093619347,0.2645956742917406,0.6496461242437362,,,,,,,,,,,
0.11518477648496628,imappo,0.023968461900949478,-2.7476611137390137,0.0009729096989966556,9.0,,,,,,,,,,,,0.4879598662207358,,,,,0.009582859463989735,,,,,-0.057228945195674896
,imappo,,,,9.0,0.03333333333333333,1.0,-1.71686851978302,-0.08749999850988388,-0.017415734293081186,-0.19918249875627225,-1.7315770722925663,0.01470855412480887,-1.6808802392333746,0.25340139391573757,0.6591225335995357,,,,,,,,,,,
-0.06774667650461197,imappo,0.16736440360546112,1.2141836881637573,0.0009698996655518395,10.0,,,,,,,,,,,,0.4866220735785953,,,,,0.08044736087322235,,,,,-0.09334386885166168
,imappo,,,,10.0,0.3,9.0,-2.8003160431981087,-0.7874999865889549,-0.021646011348479988,-0.2521797189983772,-2.8242089599370956,0.023892944358522072,-2.0124543691053987,0.2495711268429659,0.6611162354548772,,,,,,,,,,,
0.05857272446155548,imappo,5.768144130706787,1.2048265933990479,0.0009668896321070235,11.0,,,,,,,,,,,,0.48528428093645487,,,,,0.09654174745082855,,,,,-0.37148958444595337
,imappo,,,,11.0,1.0,30.0,-11.144688159227371,-4.243749927729368,-0.024332714129513988,-0.25427577590744477,-11.168085783720016,0.023397626355290413,-6.9077664809301496,0.262039099535059,0.6748811848461628,,,,,,,,,,,
0.018653051927685738,imappo,0.0200075414031744,-2.7723605632781982,0.0009638795986622074,12.0,,,,,,,,,,,,0.48394648829431436,,,,,0.004619781859219074,,,,,-0.056536171585321426
,imappo,,,,12.0,0.06666666666666667,2.0,-1.6960851103067398,-0.17499999701976776,-0.01494360806543682,-0.1986916544410633,-1.7052320092916489,0.00914687171461992,-1.5749571025371552,0.25836038770376035,0.5935098198552926,,,,,,,,,,,
0.2189173847436905,imappo,0.004468739032745361,-2.753990411758423,0.0009608695652173914,13.0,,,,,,,,,,,,0.4826086956521739,,,,,0.005071869120001793,,,,,-0.043674688786268234
,imappo,,,,13.0,0.0,0.0,-1.3102405183017254,0.0,-0.022575841273521746,-0.19661288025963586,-1.3111787755042315,0.0009382570315210614,-1.3573707696050406,0.26538072143466707,0.5471852002044518,,,,,,,,,,,
-0.02644980140030384,imappo,0.023776482790708542,1.2034456729888916,0.0009578595317725752,14.0,,,,,,,,,,,,0.48127090301003345,,,,,0.06928682327270508,,,,,-0.056152164936065674
,imappo,,,,14.0,0.0,0.0,-1.684564959257841,0.0,-0.022811322896018282,-0.25145135857746936,-1.7136588990688324,0.029093948076479137,-1.677449376322329,0.23805315854951914,0.6364445778230826,,,,,,,,,,,
0.17150484025478363,imappo,0.0004283459857106209,-2.7702713012695312,0.0009548494983277592,15.0,,,,,,,,,,,,0.479933110367893,,,,,0.006034743040800095,,,,,-0.036644645035266876
,imappo,,,,15.0,0.0,0.0,-1.0993393063545227,0.0,-0.012538111659409878,-0.1903735843297909,-1.106362598016858,0.007023284735623747,-1.1293039601296186,0.2258530673821042,0.6922994899253051,,,,,,,,,,,
0.04069056734442711,imappo,2.2516844272613525,-2.758798360824585,0.0009518394648829431,16.0,,,,,,,,,,,,0.4785953177257525,,,,,0.003270919667556882,,,,,-0.21085165441036224
,imappo,,,,16.0,0.8666666666666667,26.0,-6.325549274682999,-3.4124999418854713,0.0008342440919477667,-0.19263877969206078,-6.318475879728794,-0.007073436234350083,-2.9592614844441414,0.2450901309857727,0.7257670084635417,,,,,,,,,,,
0.2672753930091858,imappo,1.4085956811904907,-2.756129741668701,0.0009488294314381271,17.0,,,,,,,,,,,,0.477257525083612,,,,,0.0093021709471941,,,,,-0.19486236572265625
,imappo,,,,17.0,0.7333333333333333,22.0,-5.845871090888977,-2.056249964982271,-0.02701716457772818,-0.1973753084166674,-5.82755221426487,-0.01831879519522772,-3.831954263150692,0.2850444076830172,0.5166251329084237,,,,,,,,,,,
