actor_loss,algorithm,critic_loss,entropy,entropy_coef,episode,episode_collision_rate,episode_collisions,episode_return,episode_reward_collision,episode_reward_dist,episode_reward_energy,episode_reward_env,episode_reward_intent,episode_reward_safety,episode_reward_task,episode_reward_threat,episode_task_completion,eta,eval_collision_rate,eval_episode_collisions,eval_episode_return,eval_task_completion,potential_loss,probe_collision_rate,probe_episode_collisions,probe_episode_return,probe_task_completion,return_mean
-0.023358171805739403,mappo,0.032629773020744324,1.2496603727340698,0.001,0.0,,,,,,,,,,,,,0.0,,,,,0.04044952616095543,,,,,-0.033313874155282974
,mappo,,,,0.0,0.0,0.0,-1.6656936779618263,0.0,-0.010840525354524289,-0.41893384289869573,-1.6656936779618263,0.0,-1.6108989790081978,0.37497965650368315,0.0,0.6747157226502896,,,,,,,,,,,
-0.019434841349720955,mappo,0.01642662100493908,1.243114948272705,0.000996989966555184,1.0,,,,,,,,,,,,,0.0,,,,,0.07015793770551682,,,,,-0.02906477265059948
,mappo,,,,1.0,0.0,0.0,-1.4532386772334576,0.0,-0.0069515331824163695,-0.41881178066978464,-1.4532386772334576,0.0,-1.4758693389594555,0.44839399235888777,0.0,0.6025224150717259,,,,,,,,,,,
-0.013056531548500061,mappo,0.9864160418510437,1.2370638847351074,0.000993979933110368,2.0,,,,,,,,,,,,,0.0,,,,,0.023180602118372917,,,,,-0.13248959183692932
,mappo,,,,2.0,0.34,17.0,-6.624479733407497,-1.8374999687075615,-0.03211830622383616,-0.4160764205880696,-6.624479733407497,0.0,-4.711928928270936,0.37314386403221533,0.0,0.6483889517188072,,,,,,,,,,,
-0.012729699723422527,mappo,0.4509958326816559,1.2188714742660522,0.0009909698996655519,3.0,,,,,,,,,,,,,0.0,,,,,0.02814360335469246,,,,,-0.09321229159832001
,mappo,,,,3.0,0.44,22.0,-4.6606145687401295,-1.9249999672174454,-0.008235599690735285,-0.4061340923944954,-4.6606145687401295,0.0,-2.619024050422013,0.29777908023561395,0.0,0.7935812662541867,,,,,,,,,,,
-0.01201904471963644,mappo,0.7985507845878601,1.2139348983764648,0.0009879598662207358,4.0,,,,,,,,,,,,,0.0,,,,,0.0454738587141037,,,,,-0.12411399930715561
,mappo,,,,4.0,0.52,26.0,-6.205699823796749,-2.3624999597668648,-0.06562998553044963,-0.41687526379246265,-6.205699823796749,0.0,-3.700239511206746,0.33954496592377836,0.0,0.7027326226234436,,,,,,,,,,,
-0.013554608449339867,mappo,1.6086571216583252,1.2086325883865356,0.0009849498327759198,5.0,,,,,,,,,,,,,0.0,,,,,0.01903362385928631,,,,,-0.18631160259246826
,mappo,,,,5.0,0.66,33.0,-9.315581247210503,-3.4124999418854713,-0.044747958689299594,-0.42083399117109366,-9.315581247210503,0.0,-5.815695584751666,0.37819632284572435,0.0,0.6935891561210156,,,,,,,,,,,
-0.009494651108980179,mappo,0.15477943420410156,1.1998488903045654,0.0009819397993311037,6.0,,,,,,,,,,,,,0.0,,,,,0.020171714946627617,,,,,-0.054484739899635315
,mappo,,,,6.0,0.16,8.0,-2.724236758425832,-0.699999988079071,-0.05178033144068195,-0.41747191920876503,-2.724236758425832,0.0,-1.9799262061715126,0.42494170398026654,0.0,0.6464731323719025,,,,,,,,,,,
-0.014290506020188332,mappo,0.11405985057353973,1.1956374645233154,0.0009789297658862877,7.0,,,,,,,,,,,,,0.0,,,,,0.028761589899659157,,,,,-0.044639334082603455
,mappo,,,,7.0,0.0,0.0,-2.231966646388173,0.0,-0.06308772440519306,-0.41065496904047905,-2.231966646388173,0.0,-2.1601734329015017,0.40194950301247445,0.0,0.666544813811779,,,,,,,,,,,
-0.015358765609562397,mappo,0.08569706231355667,1.181598424911499,0.0009759197324414716,8.0,,,,,,,,,,,,,0.0,,,,,0.017960157245397568,,,,,-0.022645361721515656
,mappo,,,,8.0,0.0,0.0,-1.1322680655866861,0.0,-0.013359986365742316,-0.3964034997188719,-1.1322680655866861,0.0,-1.166618250310421,0.444113669433591,0.0,0.7262987805902958,,,,,,,,,,,
-0.012144753709435463,mappo,1.1014764308929443,1.1701370477676392,0.0009729096989966556,9.0,,,,,,,,,,,,,0.0,,,,,0.03134080767631531,,,,,-0.14327354729175568
,mappo,,,,9.0,0.7,35.0,-7.1636782214045525,-3.762499935925007,-0.0182231941594182,-0.41152742810663767,-7.1636782214045525,0.0,-3.3424136210232973,0.37098594587610023,0.0,0.7373893056809903,,,,,,,,,,,
-0.01142018660902977,mappo,0.24667996168136597,1.1658656597137451,0.0009698996655518395,10.0,,,,,,,,,,,,,0.0,,,,,0.026553642004728317,,,,,-0.08149880170822144
,mappo,,,,10.0,0.36,18.0,-4.0749403312802315,-1.5749999731779099,-0.02090078194993339,-0.41007237785015604,-4.0749403312802315,0.0,-2.563026494346559,0.49405928210842376,0.0,0.623093179166317,,,,,,,,,,,
-0.013536838814616203,mappo,2.853201389312744,1.1616120338439941,0.0009668896321070235,11.0,,,,,,,,,,,,,0.0,,,,,0.02379613369703293,,,,,-0.24782449007034302
,mappo,,,,11.0,1.0,50.0,-12.391223520040512,-5.162499912083149,-0.014740756203309502,-0.40275262521754485,-12.391223520040512,0.0,-7.166522866114974,0.35529271671748575,0.0,0.7240554229915142,,,,,,,,,,,
-0.013705923222005367,mappo,0.2510879337787628,1.1489640474319458,0.0009638795986622074,12.0,,,,,,,,,,,,,0.0,,,,,0.020389705896377563,,,,,-0.08273857086896896
,mappo,,,,12.0,0.44,22.0,-4.136929016560316,-1.9249999672174454,-0.023763451767308652,-0.4059504564211238,-4.136929016560316,0.0,-2.195035737939179,0.41282065694795733,0.0,0.7534458580613136,,,,,,,,,,,
-0.01453215628862381,mappo,0.22273927927017212,1.1437870264053345,0.0009608695652173914,13.0,,,,,,,,,,,,,0.0,,,,,0.013097746297717094,,,,,-0.05238097161054611
,mappo,,,,13.0,0.0,0.0,-2.6190484203398228,0.0,-0.022380022283499557,-0.39455265323340427,-2.6190484203398228,0.0,-2.530823959968984,0.32870826902785666,0.0,0.6553470908105373,,,,,,,,,,,
-0.013051860965788364,mappo,0.4769813120365143,1.1196120977401733,0.0009578595317725752,14.0,,,,,,,,,,,,,0.0,,,,,0.06161867082118988,,,,,-0.10881730914115906
,mappo,,,,14.0,0.54,27.0,-5.44086567312479,-2.7124999538064003,-0.011340811014520114,-0.405485406947264,-5.44086567312479,0.0,-2.676460168324411,0.36492064856122397,0.0,0.629378160238266,,,,,,,,,,,
-0.008998032659292221,mappo,1.1909360885620117,1.1208778619766235,0.0009548494983277592,15.0,,,,,,,,,,,,,0.0,,,,,0.028520755469799042,,,,,-0.16151182353496552
,mappo,,,,15.0,0.6,30.0,-8.075590841472149,-2.6249999552965164,0.00422012875026212,-0.39486963898525573,-8.075590841472149,0.0,-5.461293747648597,0.4013523085823181,0.0,0.6126543103158474,,,,,,,,,,,
-0.011190304532647133,mappo,0.4557776153087616,1.090630054473877,0.0009518394648829431,16.0,,,,,,,,,,,,,0.0,,,,,0.03426980599761009,,,,,-0.013878099620342255
,mappo,,,,16.0,0.0,0.0,-0.6939050368382595,0.0,-0.05039666891494221,-0.3971524280932499,-0.6939050368382595,0.0,-0.6423360370099545,0.3959800934337636,0.0,0.6490794883668423,,,,,,,,,,,
-0.01416090503334999,mappo,0.2802777588367462,1.109574317932129,0.0009488294314381271,17.0,,,,,,,,,,,,,0.0,,,,,0.016001973301172256,,,,,-0.08896753191947937
,mappo,,,,17.0,0.0,0.0,-4.4483768828213215,0.0,1.573436129831407e-06,-0.4027958064689301,-4.4483768828213215,0.0,-4.377447498962283,0.33186489660238294,0.0,0.7465465384721756,,,,,,,,,,,
-0.01251195278018713,mappo,0.30622148513793945,1.1056534051895142,0.000945819397993311,18.0,,,,,,,,,,,,,0.0,,,,,0.014597085304558277,,,,,-0.08833661675453186
,mappo,,,,18.0,0.28,14.0,-4.416830964386463,-1.2249999791383743,-0.016267383849566386,-0.4031575531262206,-4.416830964386463,0.0,-3.1194076081737876,0.34700151559991355,0.0,0.7917961671948432,,,,,,,,,,,
-0.006383010186254978,mappo,1.5194659233093262,1.0950011014938354,0.000942809364548495,19.0,,,,,,,,,,,,,0.0,,,,,0.039884768426418304,,,,,-0.18752793967723846
,mappo,,,,19.0,0.92,46.0,-9.376397550106049,-5.424999907612801,-0.03416122143380562,-0.41097500539035536,-9.376397550106049,0.0,-3.9419854199513793,0.43572397776370053,0.0,0.6258651702106,,,,,,,,,,,
-0.013307127170264721,mappo,1.2041375637054443,1.1004745960235596,0.0009397993311036789,20.0,,,,,,,,,,,,,0.0,,,,,0.034554481506347656,,,,,-0.17742158472537994
,mappo,,,,20.0,0.9,45.0,-8.87107852101326,-4.374999925494194,0.004542605365884356,-0.3871620214486029,-8.87107852101326,0.0,-4.484409385360777,0.3709501833836839,0.0,0.6311442567408085,,,,,,,,,,,
