actor_loss,algorithm,critic_loss,entropy,entropy_coef,episode,episode_collision_rate,episode_collisions,episode_return,episode_reward_collision,episode_reward_dist,episode_reward_energy,episode_reward_env,episode_reward_intent,episode_reward_safety,episode_reward_task,episode_reward_threat,episode_task_completion,eta,eval_collision_rate,eval_episode_collisions,eval_episode_return,eval_task_completion,potential_loss,probe_collision_rate,probe_episode_collisions,probe_episode_return,probe_task_completion,return_mean
-0.017336519435048103,mappo,1.3914741277694702,1.2593351602554321,0.001,0.0,,,,,,,,,,,,,0.0,,,,,0.058086127042770386,,,,,-0.13422848284244537
,mappo,,,,0.0,0.52,26.0,-6.711424808949232,-2.274999961256981,0.012403046352801539,-0.415817170709488,-6.711424808949232,0.0,-4.368047274649143,0.33503652086074,0.0,0.7437987948954106,,,,,,,,,,,
-0.018311550840735435,mappo,34.28608322143555,1.2636603116989136,0.000996989966555184,1.0,,,,,,,,,,,,,0.0,,,,,0.04598820209503174,,,,,-0.6544323563575745
,mappo,,,,1.0,0.8,40.0,-32.721618946641684,-3.4999999403953552,0.005917914821907289,-0.4182029583098483,-32.721618946641684,0.0,-2.210683412849903,0.40134943872328677,-27.0,0.6018299399316311,,,,,,,,,,,
-0.01306498609483242,mappo,1.7787097692489624,1.266170859336853,0.000993979933110368,2.0,,,,,,,,,,,,,0.0,,,,,0.03898788243532181,,,,,-0.15237629413604736
,mappo,,,,2.0,0.68,34.0,-7.618813991546631,-4.812499918043613,0.023936223688679092,-0.4178634809795767,-7.618813991546631,0.0,-2.8665677374228835,0.45418096541106934,0.0,0.5656604431569576,,,,,,,,,,,
-0.013643262907862663,mappo,0.22450655698776245,1.2654588222503662,0.0009909698996655519,3.0,,,,,,,,,,,,,0.0,,,,,0.04208581894636154,,,,,-0.07625509798526764
,mappo,,,,3.0,0.34,17.0,-3.8127547092735767,-1.487499974668026,-0.01039267151685408,-0.4138153185194824,-3.8127547092735767,0.0,-2.3507104497402906,0.4496636784024304,0.0,0.5911135847866535,,,,,,,,,,,
-0.012119956314563751,mappo,0.048305269330739975,1.2555347681045532,0.0009879598662207358,4.0,,,,,,,,,,,,,0.0,,,,,0.050296515226364136,,,,,-0.035997822880744934
,mappo,,,,4.0,0.0,0.0,-1.7998913433402777,0.0,-0.026578310533921012,-0.4201104635722004,-1.7998913433402777,0.0,-1.7234749039635062,0.37027233631934564,0.0,0.7117978188395501,,,,,,,,,,,
-0.013215004466474056,mappo,9.142739295959473,1.2523608207702637,0.0009849498327759198,5.0,,,,,,,,,,,,,0.0,,,,,0.029892697930336,,,,,-0.371300607919693
,mappo,,,,5.0,1.0,50.0,-18.5650315284729,-9.099999845027924,-0.04600537402416194,-0.4226826441154117,-18.5650315284729,0.0,-9.397010874003172,0.40066708487631786,0.0,0.6371244259178639,,,,,,,,,,,
-0.01229254249483347,mappo,1.058955430984497,1.2511796951293945,0.0009819397993311037,6.0,,,,,,,,,,,,,0.0,,,,,0.02513917163014412,,,,,-0.14270827174186707
,mappo,,,,6.0,0.56,28.0,-7.135413497686386,-3.3249999433755875,-0.03365855601107626,-0.4241763644677121,-7.135413497686386,0.0,-3.759960844181478,0.4073822447508064,0.0,0.748254127651453,,,,,,,,,,,
-0.012607697397470474,mappo,0.0674867033958435,1.247577428817749,0.0009789297658862877,7.0,,,,,,,,,,,,,0.0,,,,,0.03844625502824783,,,,,-0.026486098766326904
,mappo,,,,7.0,0.0,0.0,-1.3243048656731844,0.0,-0.01807870298981129,-0.40580905299430015,-1.3243048656731844,0.0,-1.3500488363206387,0.4496317328348596,0.0,0.6445282308757305,,,,,,,,,,,
-0.012726379558444023,mappo,0.3551563322544098,1.2388405799865723,0.0009759197324414716,8.0,,,,,,,,,,,,,0.0,,,,,0.04409410059452057,,,,,-0.06508529931306839
,mappo,,,,8.0,0.0,0.0,-3.2542645251378417,0.0,-0.028820518032134146,-0.4012646871851757,-3.2542645251378417,0.0,-0.9769977405667305,0.40281842176761984,-2.25,0.7416748876869679,,,,,,,,,,,
-0.013059643097221851,mappo,0.5657216906547546,1.2340703010559082,0.0009729096989966556,9.0,,,,,,,,,,,,,0.0,,,,,0.01702919602394104,,,,,-0.11439558863639832
,mappo,,,,9.0,0.2,10.0,-5.719779282808304,-0.8749999850988388,-0.03196781043544661,-0.4155163705290761,-5.719779282808304,0.0,-4.754234438762069,0.35693931481455365,0.0,0.7950269739329815,,,,,,,,,,,
-0.011979006230831146,mappo,0.9663646221160889,1.2258254289627075,0.0009698996655518395,10.0,,,,,,,,,,,,,0.0,,,,,0.05037692189216614,,,,,-0.15396781265735626
,mappo,,,,10.0,0.56,28.0,-7.698390170931816,-2.4499999582767487,-0.028707034982346613,-0.41042871092940914,-7.698390170931816,0.0,-5.29657175578177,0.4873172438419715,0.0,0.5722003264725208,,,,,,,,,,,
-0.01006797794252634,mappo,0.5607452392578125,1.2261258363723755,0.0009668896321070235,11.0,,,,,,,,,,,,,0.0,,,,,0.018593693152070045,,,,,-0.1436508446931839
,mappo,,,,11.0,0.4,20.0,-7.182542592287064,-1.8374999687075615,0.011341401992694955,-0.41216043086024,-7.182542592287064,0.0,-5.3691034484654665,0.4248798698686187,0.0,0.6964578740298748,,,,,,,,,,,
-0.011603268794715405,mappo,0.4174160361289978,1.2232202291488647,0.0009638795986622074,12.0,,,,,,,,,,,,,0.0,,,,,0.036263689398765564,,,,,-0.11408983916044235
,mappo,,,,12.0,0.44,22.0,-5.704492073506117,-1.9249999672174454,-0.038678689484299866,-0.4177399209293071,-5.704492073506117,0.0,-3.6997740399092436,0.37670056209572067,0.0,0.7911070175468922,,,,,,,,,,,
-0.01658071205019951,mappo,5.8757643699646,1.2274484634399414,0.0009608695652173914,13.0,,,,,,,,,,,,,0.0,,,,,0.026448935270309448,,,,,-0.3350599706172943
,mappo,,,,13.0,0.36,18.0,-16.7529983446002,-1.5749999731779099,-0.03549958144276388,-0.4111165832146071,-16.7529983446002,0.0,-4.618997493758798,0.387615079979696,-10.5,0.7107138009369374,,,,,,,,,,,
-0.009770890697836876,mappo,0.3544638156890869,1.218218445777893,0.0009578595317725752,14.0,,,,,,,,,,,,,0.0,,,,,0.01818697527050972,,,,,-0.11623015254735947
,mappo,,,,14.0,0.14,7.0,-5.811508217826486,-0.6124999895691872,-0.0036407628466008646,-0.41463431371812476,-5.811508217826486,0.0,-2.1850736290216446,0.40434051229277657,-3.0,0.6822287245094776,,,,,,,,,,,
-0.010322032496333122,mappo,25.676908493041992,1.2151374816894531,0.0009548494983277592,15.0,,,,,,,,,,,,,0.0,,,,,0.043089814484119415,,,,,-0.5411401391029358
,mappo,,,,15.0,0.0,0.0,-27.0570070091635,0.0,0.011087597909636315,-0.4159969521278981,-27.0570070091635,0.0,-1.5357826007530093,0.38368483833846767,-25.5,0.6861410719156266,,,,,,,,,,,
-0.012734940275549889,mappo,1.564141869544983,1.2131446599960327,0.0009518394648829431,16.0,,,,,,,,,,,,,0.0,,,,,0.02510675974190235,,,,,-0.19127872586250305
,mappo,,,,16.0,0.14,7.0,-9.563936080783606,-0.6124999895691872,0.02974121647357464,-0.4164897519076476,-9.563936080783606,0.0,-2.2260724073275924,0.4113845035609529,-6.75,0.7310320998728276,,,,,,,,,,,
-0.012251823209226131,mappo,1.7761943340301514,1.2077590227127075,0.0009488294314381271,17.0,,,,,,,,,,,,,0.0,,,,,0.02626689150929451,,,,,-0.20546682178974152
,mappo,,,,17.0,0.98,49.0,-10.2733413875103,-4.7249999195337296,-0.03756692061801914,-0.41913113961345516,-10.2733413875103,0.0,-5.488968190737069,0.3973247653186718,0.0,0.7192313754558564,,,,,,,,,,,
-0.01379530131816864,mappo,0.4560213088989258,1.1906805038452148,0.000945819397993311,18.0,,,,,,,,,,,,,0.0,,,,,0.03131462633609772,,,,,-0.009919746778905392
,mappo,,,,18.0,0.0,0.0,-0.49598735850304365,0.0,-0.02896647798269214,-0.41991852516366635,-0.49598735850304365,0.0,-0.4015922173857689,0.3544898673571879,0.0,0.7695787554979324,,,,,,,,,,,
-0.012131888419389725,mappo,0.6070384383201599,1.1864714622497559,0.000942809364548495,19.0,,,,,,,,,,,,,0.0,,,,,0.08624783903360367,,,,,-0.02529568411409855
,mappo,,,,19.0,0.0,0.0,-1.264784132130444,0.0,0.009346619896973607,-0.42143216903787106,-1.264784132130444,0.0,-1.214084898121655,0.36138631892617923,0.0,0.7363111034035683,,,,,,,,,,,
-0.012445004656910896,mappo,0.23848256468772888,1.1754096746444702,0.0009397993311036789,20.0,,,,,,,,,,,,,0.0,,,,,0.05133841931819916,,,,,-0.02459443360567093
,mappo,,,,20.0,0.0,0.0,-1.2297215973958373,0.0,-0.007215899762059053,-0.40064076996350195,-1.2297215973958373,0.0,-1.2333641164004803,0.4114992042104859,0.0,0.676594109684229,,,,,,,,,,,
-0.011407203041017056,mappo,0.20141905546188354,1.1696242094039917,0.0009367892976588629,21.0,,,,,,,,,,,,,0.0,,,,,0.014249052852392197,,,,,-0.08650092780590057
,mappo,,,,21.0,0.24,12.0,-4.32504690811038,-1.0499999821186066,0.017096790806618856,-0.4213258974486962,-4.32504690811038,0.0,-3.2830477729439735,0.41222996374187915,0.0,0.7071541582047939,,,,,,,,,,,
-0.015606371685862541,mappo,2.8335683345794678,1.159549355506897,0.0009337792642140468,22.0,,,,,,,,,,,,,0.0,,,,,0.059377897530794144,,,,,-0.281370609998703
,mappo,,,,22.0,0.84,42.0,-14.068532019853592,-3.674999937415123,-0.0685019741325732,-0.41621121068601497,-14.068532019853592,0.0,-3.585769772529602,0.42695054270825494,-6.75,0.7458872020244598,,,,,,,,,,,
-0.012213679030537605,mappo,1.999514102935791,1.1635128259658813,0.0009307692307692308,23.0,,,,,,,,,,,,,0.0,,,,,0.019139645621180534,,,,,-0.2717287838459015
,mappo,,,,23.0,1.0,50.0,-13.58643925189972,-4.374999925494194,0.010372755505613895,-0.41760257884743623,-13.58643925189972,0.0,-4.782019834034145,0.4778104494243962,-4.5,0.6201519398391246,,,,,,,,,,,
-0.008700491860508919,mappo,3.306469202041626,1.151523232460022,0.0009277591973244147,24.0,,,,,,,,,,,,,0.0,,,,,0.024281809106469154,,,,,-0.22975757718086243
,mappo,,,,24.0,0.04,2.0,-11.487877952866256,-0.17499999701976776,0.031060610182805704,-0.40995060821296647,-11.487877952866256,0.0,-1.5856599640101194,0.4016720186264138,-9.75,0.6525701941549777,,,,,,,,,,,
,mappo,,,,24.0,,,,,,,,,,,,,,0.352,17.6,-9.539837017655373,0.5880050037801265,,,,,,
,mappo,,,,24.0,,,,,,,,,,,,,,,,,,,0.76,38.0,-11.598342440649867,0.5414348956346512,
-0.011856730096042156,mappo,1.0346652269363403,1.1691622734069824,0.0009247491638795987,25.0,,,,,,,,,,,,,0.0,,,,,0.031682491302490234,,,,,-0.1942104697227478
,mappo,,,,25.0,0.96,48.0,-9.710523940622807,-4.987499915063381,-0.017419169010338464,-0.41644418785290327,-9.710523940622807,0.0,-4.711238631978631,0.4220780160640061,0.0,0.675898444801569,,,,,,,,,,,
-0.0131379971280694,mappo,0.3182094991207123,1.1720188856124878,0.0009217391304347826,26.0,,,,,,,,,,,,,0.0,,,,,0.02892962284386158,,,,,-0.08429955691099167
,mappo,,,,26.0,0.24,12.0,-4.214977707713842,-1.0499999821186066,0.009781489303549051,-0.40705555868771626,-4.214977707713842,0.0,-3.146910861134529,0.3792072824277284,0.0,0.7551739107072354,,,,,,,,,,,
-0.015703128650784492,mappo,0.20413406193256378,1.1768497228622437,0.0009187290969899666,27.0,,,,,,,,,,,,,0.0,,,,,0.03711983934044838,,,,,-0.041335638612508774
