actor_loss,algorithm,critic_loss,entropy,entropy_coef,episode,episode_collision_rate,episode_collisions,episode_return,episode_reward_collision,episode_reward_dist,episode_reward_energy,episode_reward_env,episode_reward_intent,episode_reward_safety,episode_reward_task,episode_reward_threat,episode_task_completion,eta,eval_collision_rate,eval_episode_collisions,eval_episode_return,eval_task_completion,potential_loss,probe_collision_rate,probe_episode_collisions,probe_episode_return,probe_task_completion,return_mean
-0.02243262529373169,mappo,0.038209594786167145,1.2589973211288452,0.001,0.0,,,,,,,,,,,,,0.0,,,,,0.015678998082876205,,,,,-0.039657264947891235
,mappo,,,,0.0,0.04,2.0,-1.9828633032739162,-0.17499999701976776,0.009927994966943743,-0.4136232314922381,-1.9828633032739162,0.0,-1.7597442511469126,0.35557620760846476,0.0,0.7384524634480476,,,,,,,,,,,
-0.014594025909900665,mappo,0.11544832587242126,1.2718255519866943,0.000996989966555184,1.0,,,,,,,,,,,,,0.0,,,,,0.01721784472465515,,,,,-0.05541382357478142
,mappo,,,,1.0,0.0,0.0,-2.7706910632550716,0.0,-0.012154727256699971,-0.4121149025959312,-2.7706910632550716,0.0,-2.767332530580461,0.42091111872423426,0.0,0.6531217452883721,,,,,,,,,,,
-0.014468575827777386,mappo,0.6397420763969421,1.2816596031188965,0.000993979933110368,2.0,,,,,,,,,,,,,0.0,,,,,0.022196173667907715,,,,,-0.11334629356861115
,mappo,,,,2.0,0.46,23.0,-5.667315065860748,-2.0124999657273293,0.012966322901831973,-0.41494807110575493,-5.667315065860748,0.0,-3.5975112663581967,0.3446778549023293,0.0,0.6704869134724141,,,,,,,,,,,
-0.013605605810880661,mappo,0.621543824672699,1.2772223949432373,0.0009909698996655519,3.0,,,,,,,,,,,,,0.0,,,,,0.006602384150028229,,,,,-0.10237213969230652
,mappo,,,,3.0,0.3,15.0,-5.118606846779585,-1.3124999776482582,-0.03616251627361322,-0.4022675321175484,-5.118606846779585,0.0,-3.8125197403132915,0.4448429079207017,0.0,0.6210108891129493,,,,,,,,,,,
-0.015012540854513645,mappo,0.16267931461334229,1.2680981159210205,0.0009879598662207358,4.0,,,,,,,,,,,,,0.0,,,,,0.02593860775232315,,,,,-0.06333181262016296
,mappo,,,,4.0,0.0,0.0,-3.166590563952923,0.0,-0.05310816253700068,-0.413311531789077,-3.166590563952923,0.0,-3.0693413857370615,0.3691705196449675,0.0,0.6812652477622032,,,,,,,,,,,
-0.012782709673047066,mappo,0.46423760056495667,1.2605870962142944,0.0009849498327759198,5.0,,,,,,,,,,,,,0.0,,,,,0.0265972837805748,,,,,-0.10252165049314499
,mappo,,,,5.0,0.36,18.0,-5.1260825134813786,-1.5749999731779099,-0.021678316820157306,-0.4104016320925439,-5.1260825134813786,0.0,-3.4740214496850967,0.355018763637986,0.0,0.7862271662056446,,,,,,,,,,,
-0.016037018969655037,mappo,0.6322960257530212,1.2569189071655273,0.0009819397993311037,6.0,,,,,,,,,,,,,0.0,,,,,0.03580448776483536,,,,,-0.10381869971752167
,mappo,,,,6.0,0.42,21.0,-5.190935153514147,-1.8374999687075615,-0.03134360552621729,-0.4210905917279888,-5.190935153514147,0.0,-3.2657122956588864,0.36471132959832175,0.0,0.7272546729445457,,,,,,,,,,,
-0.016340821981430054,mappo,0.21628470718860626,1.2525320053100586,0.0009789297658862877,7.0,,,,,,,,,,,,,0.0,,,,,0.028508298099040985,,,,,-0.052070923149585724
