actor_loss,algorithm,critic_loss,entropy,entropy_coef,episode,episode_collision_rate,episode_collisions,episode_return,episode_reward_collision,episode_reward_dist,episode_reward_energy,episode_reward_env,episode_reward_intent,episode_reward_safety,episode_reward_task,episode_reward_threat,episode_reward_time,episode_task_completion,eta,eval_collision_rate,eval_episode_collisions,eval_episode_return,eval_task_completion,potential_loss,return_mean
-0.010458866134285927,imappo,8.640793680569914e-08,0.8818029761314392,0.0009957985995331777,14.0,,,,,,,,,,,,,,0.49813271090363453,,,,,0.03754919022321701,9.050891821971163e-05
,imappo,,,,14.0,0.0,0.0,0.004525445379840676,0.0,0.0,0.0,0.0,0.004525445379840676,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.001008159015327692,imappo,9.22918275136908e-08,0.8902199268341064,0.0009954984994998332,15.0,,,,,,,,,,,,,,0.497999333111037,,,,,0.0315190851688385,7.296659896383062e-05
,imappo,,,,15.0,0.0,0.0,0.0036483299227256794,0.0,0.0,0.0,0.0,0.0036483299227256794,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0035590275656431913,imappo,1.439352956822404e-07,0.890475332736969,0.0009951983994664888,16.0,,,,,,,,,,,,,,0.49786595531843947,,,,,0.030916204676032066,7.095376349752769e-05
,imappo,,,,16.0,0.0,0.0,0.003547687825630419,0.0,0.0,0.0,0.0,0.003547687825630419,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.005410381127148867,imappo,1.8087759201534936e-07,0.896011233329773,0.0009948982994331444,17.0,,,,,,,,,,,,,,0.49773257752584193,,,,,0.03119633160531521,7.759164873277768e-05
,imappo,,,,17.0,0.0,0.0,0.0038795828077127226,0.0,0.0,0.0,0.0,0.0038795828077127226,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.007139536552131176,imappo,1.8745103602668678e-07,0.8978434205055237,0.0009945981993998,18.0,,,,,,,,,,,,,,0.4975991997332444,,,,,0.026804573833942413,7.274063682416454e-05
,imappo,,,,18.0,0.0,0.0,0.0036370318885019515,0.0,0.0,0.0,0.0,0.0036370318885019515,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.007316206581890583,imappo,6.869559143751758e-08,0.9021367430686951,0.0009942980993664554,19.0,,,,,,,,,,,,,,0.49746582194064687,,,,,0.026607196778059006,5.645952478516847e-05
,imappo,,,,19.0,0.0,0.0,0.002822976362040208,0.0,0.0,0.0,0.0,0.002822976362040208,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.002614507917314768,imappo,2.8713484923059696e-08,0.9001114964485168,0.000993997999333111,20.0,,,,,,,,,,,,,,0.49733244414804934,,,,,0.030064959079027176,7.079462375259027e-05
,imappo,,,,20.0,0.0,0.0,0.003539731103956001,0.0,0.0,0.0,0.0,0.003539731103956001,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.004822644870728254,imappo,3.742324850009027e-08,0.8922683596611023,0.0009936978992997666,21.0,,,,,,,,,,,,,,0.4971990663554518,,,,,0.03334403783082962,6.626715185120702e-05
,imappo,,,,21.0,0.0,0.0,0.0033133578721731283,0.0,0.0,0.0,0.0,0.0033133578721731283,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.005783308297395706,imappo,4.855172974771449e-08,0.9003956913948059,0.0009933977992664222,22.0,,,,,,,,,,,,,,0.49706568856285427,,,,,0.0317801870405674,7.711625949013978e-05
,imappo,,,,22.0,0.0,0.0,0.0038558129854209255,0.0,0.0,0.0,0.0,0.0038558129854209255,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.01098918728530407,imappo,2.699804113603932e-08,0.90401691198349,0.0009930976992330778,23.0,,,,,,,,,,,,,,0.49693231077025674,,,,,0.027838071808218956,7.686979370191693e-05
,imappo,,,,23.0,0.0,0.0,0.0038434899470303208,0.0,0.0,0.0,0.0,0.0038434899470303208,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.010832133702933788,imappo,1.6657857315749425e-08,0.9043877124786377,0.0009927975991997334,24.0,,,,,,,,,,,,,,0.4967989329776592,,,,,0.02523927018046379,7.449572149198502e-05
,imappo,,,,24.0,0.0,0.0,0.003724785947269993,0.0,0.0,0.0,0.0,0.003724785947269993,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.00215914542786777,imappo,2.1142136930052402e-08,0.9079335331916809,0.0009924974991663887,25.0,,,,,,,,,,,,,,0.49666555518506167,,,,,0.022710956633090973,7.291405199794099e-05
,imappo,,,,25.0,0.0,0.0,0.003645702417998109,0.0,0.0,0.0,0.0,0.003645702417998109,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.00643612677231431,imappo,5.360621813110811e-08,0.9078528881072998,0.0009921973991330443,26.0,,,,,,,,,,,,,,0.49653217739246414,,,,,0.03674311935901642,6.548701639985666e-05
,imappo,,,,26.0,0.0,0.0,0.003274350672654691,0.0,0.0,0.0,0.0,0.003274350672654691,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.004575750790536404,imappo,6.329197077548088e-08,0.9026133418083191,0.0009918972990997,27.0,,,,,,,,,,,,,,0.4963987995998666,,,,,0.03806759789586067,5.5587752285646275e-05
,imappo,,,,27.0,0.0,0.0,0.0027793875674433366,0.0,0.0,0.0,0.0,0.0027793875674433366,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0006495076231658459,imappo,1.5220547311400878e-07,0.8873573541641235,0.0009915971990663555,28.0,,,,,,,,,,,,,,0.49626542180726907,,,,,0.03409194201231003,7.555387855973095e-05
,imappo,,,,28.0,0.0,0.0,0.0037776939789182507,0.0,0.0,0.0,0.0,0.0037776939789182507,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.004964062012732029,imappo,3.509775581278518e-08,0.8875806927680969,0.000991297099033011,29.0,,,,,,,,,,,,,,0.49613204401467154,,,,,0.03082980215549469,5.887312363483943e-05
,imappo,,,,29.0,0.0,0.0,0.0029436562217597384,0.0,0.0,0.0,0.0,0.0029436562217597384,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.005098261870443821,imappo,2.584872760280632e-08,0.8892050385475159,0.0009909969989996665,30.0,,,,,,,,,,,,,,0.495998666222074,,,,,0.031963713467121124,5.6408141972497106e-05
,imappo,,,,30.0,0.0,0.0,0.0028204069549246924,0.0,0.0,0.0,0.0,0.0028204069549246924,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.004806087352335453,imappo,2.044896802999574e-07,0.8908507227897644,0.000990696898966322,31.0,,,,,,,,,,,,,,0.49586528842947647,,,,,0.029049180448055267,8.007831638678908e-05
,imappo,,,,31.0,0.0,0.0,0.004003916248620953,0.0,0.0,0.0,0.0,0.004003916248620953,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.008613958954811096,imappo,3.4170520279985794e-07,0.895117998123169,0.0009903967989329777,32.0,,,,,,,,,,,,,,0.49573191063687894,,,,,0.03129228949546814,7.216172525659204e-05
,imappo,,,,32.0,0.0,0.0,0.0036080860190850217,0.0,0.0,0.0,0.0,0.0036080860190850217,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.006402661558240652,imappo,4.451760844403907e-07,0.887270987033844,0.0009900966988996333,33.0,,,,,,,,,,,,,,0.4955985328442814,,,,,0.02622631937265396,6.659121572738513e-05
,imappo,,,,33.0,0.0,0.0,0.0033295607681793626,0.0,0.0,0.0,0.0,0.0033295607681793626,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.012750602327287197,imappo,3.748646975054726e-07,0.8764578104019165,0.0009897965988662888,34.0,,,,,,,,,,,,,,0.49546515505168387,,,,,0.036205362528562546,9.0977773652412e-05
,imappo,,,,34.0,0.0,0.0,0.004548888839053689,0.0,0.0,0.0,0.0,0.004548888839053689,0.0,0.0,0.0,0.0,0.0,,,,,,,
0.0004837162559852004,imappo,5.624444270324602e-07,0.8741396069526672,0.0009894964988329444,35.0,,,,,,,,,,,,,,0.49533177725908634,,,,,0.02787422016263008,7.467823888873681e-05
,imappo,,,,35.0,0.0,0.0,0.0037339119517127983,0.0,0.0,0.0,0.0,0.0037339119517127983,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.005736079066991806,imappo,3.6441750239646353e-07,0.8716000318527222,0.0009891963987995998,36.0,,,,,,,,,,,,,,0.4951983994664888,,,,,0.03155794367194176,7.527600246248767e-05
,imappo,,,,36.0,0.0,0.0,0.0037638002722815145,0.0,0.0,0.0,0.0,0.0037638002722815145,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0071489689871668816,imappo,3.530241201588069e-07,0.8765422701835632,0.0009888962987662554,37.0,,,,,,,,,,,,,,0.49506502167389127,,,,,0.029164699837565422,7.408567034872249e-05
,imappo,,,,37.0,0.0,0.0,0.003704283421029686,0.0,0.0,0.0,0.0,0.003704283421029686,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0019645877182483673,imappo,9.651419219380841e-08,0.875912606716156,0.000988596198732911,38.0,,,,,,,,,,,,,,0.49493164388129374,,,,,0.027500785887241364,7.434238796122372e-05
,imappo,,,,38.0,0.0,0.0,0.003717119550856296,0.0,0.0,0.0,0.0,0.003717119550856296,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0035144444555044174,imappo,5.4585974851306673e-08,0.875810444355011,0.0009882960986995666,39.0,,,,,,,,,,,,,,0.49479826608869626,,,,,0.033774081617593765,6.639381172135472e-05
,imappo,,,,39.0,0.0,0.0,0.0033196910608239705,0.0,0.0,0.0,0.0,0.0033196910608239705,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.00012717489153146744,imappo,9.97772886535131e-09,0.8854833245277405,0.0009879959986662222,40.0,,,,,,,,,,,,,,0.4946648882960987,,,,,0.036176592111587524,7.52103078411892e-05
,imappo,,,,40.0,0.0,0.0,0.003760515493922867,0.0,0.0,0.0,0.0,0.003760515493922867,0.0,0.0,0.0,0.0,0.0,,,,,,,
0.0005834640469402075,imappo,5.9185460088428954e-08,0.8803808689117432,0.0009876958986328776,41.0,,,,,,,,,,,,,,0.4945315105035012,,,,,0.035329923033714294,7.047731196507812e-05
,imappo,,,,41.0,0.0,0.0,0.0035238656382716727,0.0,0.0,0.0,0.0,0.0035238656382716727,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.007024734281003475,imappo,3.123898650869705e-08,0.8721200823783875,0.0009873957985995331,42.0,,,,,,,,,,,,,,0.49439813271090366,,,,,0.02562180534005165,7.301499135792255e-05
,imappo,,,,42.0,0.0,0.0,0.003650749356893357,0.0,0.0,0.0,0.0,0.003650749356893357,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.011881740763783455,imappo,1.3535454002067127e-07,0.8763174414634705,0.0009870956985661887,43.0,,,,,,,,,,,,,,0.4942647549183061,,,,,0.033323004841804504,6.105676584411412e-05
,imappo,,,,43.0,0.0,0.0,0.0030528380448231474,0.0,0.0,0.0,0.0,0.0030528380448231474,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0041923220269382,imappo,5.132877731739427e-07,0.8818643093109131,0.0009867955985328443,44.0,,,,,,,,,,,,,,0.4941313771257086,,,,,0.034926675260066986,8.216441347030923e-05
,imappo,,,,44.0,0.0,0.0,0.004108220549824182,0.0,0.0,0.0,0.0,0.004108220549824182,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.008267251774668694,imappo,9.50528544763074e-07,0.8919426202774048,0.0009864954984995,45.0,,,,,,,,,,,,,,0.49399799933311106,,,,,0.03462892025709152,8.128977060550824e-05
,imappo,,,,45.0,0.0,0.0,0.004064488599397009,0.0,0.0,0.0,0.0,0.004064488599397009,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.00343315745703876,imappo,1.0122807907464448e-06,0.8950254321098328,0.0009861953984661555,46.0,,,,,,,,,,,,,,0.4938646215405135,,,,,0.0322752371430397,7.444174843840301e-05
,imappo,,,,46.0,0.0,0.0,0.003722087432834087,0.0,0.0,0.0,0.0,0.003722087432834087,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.008675665594637394,imappo,1.0755305765997036e-06,0.8996506929397583,0.0009858952984328109,47.0,,,,,,,,,,,,,,0.493731243747916,,,,,0.027786001563072205,7.493992598028854e-05
,imappo,,,,47.0,0.0,0.0,0.003746996309928363,0.0,0.0,0.0,0.0,0.003746996309928363,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.014146359637379646,imappo,8.084130058705341e-07,0.9086043238639832,0.0009855951983994665,48.0,,,,,,,,,,,,,,0.49359786595531846,,,,,0.03153533488512039,7.888919935794547e-05
,imappo,,,,48.0,0.0,0.0,0.003944459647755139,0.0,0.0,0.0,0.0,0.003944459647755139,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.005189034156501293,imappo,3.3507942021060444e-07,0.9032285809516907,0.000985295098366122,49.0,,,,,,,,,,,,,,0.4934644881627209,,,,,0.02475469931960106,7.14101770427078e-05
,imappo,,,,49.0,0.0,0.0,0.0035705083719221875,0.0,0.0,0.0,0.0,0.0035705083719221875,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0038312191609293222,imappo,2.4458634584334504e-07,0.9022347927093506,0.0009849949983327777,50.0,,,,,,,,,,,,,,0.4933311103701234,,,,,0.029877066612243652,6.747395673301071e-05
,imappo,,,,50.0,0.0,0.0,0.0033736978548404295,0.0,0.0,0.0,0.0,0.0033736978548404295,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.002916814759373665,imappo,2.24743004650918e-07,0.9056757688522339,0.0009846948982994333,51.0,,,,,,,,,,,,,,0.49319773257752586,,,,,0.0336596854031086,5.936541492701508e-05
,imappo,,,,51.0,0.0,0.0,0.0029682705535378773,0.0,0.0,0.0,0.0,0.0029682705535378773,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.00017046945868059993,imappo,2.408304453638266e-07,0.9011713862419128,0.0009843947982660886,52.0,,,,,,,,,,,,,,0.4930643547849283,,,,,0.03620477020740509,6.454660615418106e-05
,imappo,,,,52.0,0.0,0.0,0.003227330110348703,0.0,0.0,0.0,0.0,0.003227330110348703,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0012655735481530428,imappo,9.332843831089122e-08,0.9117842316627502,0.0009840946982327442,53.0,,,,,,,,,,,,,,0.4929309769923308,,,,,0.03381861001253128,6.213514279806986e-05
,imappo,,,,53.0,0.0,0.0,0.0031067572272149846,0.0,0.0,0.0,0.0,0.0031067572272149846,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.006129357032477856,imappo,1.5689330723489547e-07,0.9049137234687805,0.0009837945981993998,54.0,,,,,,,,,,,,,,0.49279759919973326,,,,,0.030501600354909897,7.211264892248437e-05
,imappo,,,,54.0,0.0,0.0,0.0036056326316611376,0.0,0.0,0.0,0.0,0.0036056326316611376,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0025163041427731514,imappo,1.1856462123205347e-07,0.9245111346244812,0.0009834944981660554,55.0,,,,,,,,,,,,,,0.4926642214071357,,,,,0.029311997815966606,7.911403372418135e-05
,imappo,,,,55.0,0.0,0.0,0.0039557018881168915,0.0,0.0,0.0,0.0,0.0039557018881168915,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0035109827294945717,imappo,1.4309808449297634e-08,0.9395493865013123,0.000983194398132711,56.0,,,,,,,,,,,,,,0.4925308436145382,,,,,0.02797377109527588,7.28422892279923e-05
,imappo,,,,56.0,0.0,0.0,0.0036421143558982294,0.0,0.0,0.0,0.0,0.0036421143558982294,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.005372338462620974,imappo,1.652586689715463e-08,0.9382924437522888,0.0009828942980993664,57.0,,,,,,,,,,,,,,0.49239746582194066,,,,,0.030422251671552658,7.862411439418793e-05
,imappo,,,,57.0,0.0,0.0,0.003931205596018117,0.0,0.0,0.0,0.0,0.003931205596018117,0.0,0.0,0.0,0.0,0.0,,,,,,,
0.0006213571759872139,imappo,2.123423854527573e-07,0.9206544756889343,0.000982594198066022,58.0,,,,,,,,,,,,,,0.4922640880293431,,,,,0.03145467862486839,6.985914660617709e-05
,imappo,,,,58.0,0.0,0.0,0.003492957002890762,0.0,0.0,0.0,0.0,0.003492957002890762,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.004342122469097376,imappo,4.30017450980813e-07,0.9134170413017273,0.0009822940980326776,59.0,,,,,,,,,,,,,,0.4921307102367456,,,,,0.03098652884364128,7.607840234413743e-05
,imappo,,,,59.0,0.0,0.0,0.0038039199062041007,0.0,0.0,0.0,0.0,0.0038039199062041007,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.009234271012246609,imappo,5.510922278517683e-07,0.8984383344650269,0.0009819939979993331,60.0,,,,,,,,,,,,,,0.49199733244414806,,,,,0.03424802049994469,7.187714072642848e-05
,imappo,,,,60.0,0.0,0.0,0.003593857225496322,0.0,0.0,0.0,0.0,0.003593857225496322,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.00370071642100811,imappo,8.39932340568339e-07,0.8799619674682617,0.0009816938979659887,61.0,,,,,,,,,,,,,,0.49186395465155053,,,,,0.032609835267066956,7.577391806989908e-05
,imappo,,,,61.0,0.0,0.0,0.0037886956561123952,0.0,0.0,0.0,0.0,0.0037886956561123952,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.014160455204546452,imappo,1.211637027154211e-06,0.8805946111679077,0.0009813937979326443,62.0,,,,,,,,,,,,,,0.491730576858953,,,,,0.031021416187286377,6.766475416952744e-05
,imappo,,,,62.0,0.0,0.0,0.0033832378721854184,0.0,0.0,0.0,0.0,0.0033832378721854184,0.0,0.0,0.0,0.0,0.0,,,,,,,
0.0024544380139559507,imappo,1.2701484592980705e-06,0.8862817287445068,0.0009810936978992997,63.0,,,,,,,,,,,,,,0.49159719906635546,,,,,0.03178814426064491,7.811986142769456e-05
,imappo,,,,63.0,0.0,0.0,0.003905993085936643,0.0,0.0,0.0,0.0,0.003905993085936643,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.006510801613330841,imappo,1.71876058630005e-06,0.8858529925346375,0.0009807935978659553,64.0,,,,,,,,,,,,,,0.49146382127375793,,,,,0.03051382675766945,6.841830327175558e-05
,imappo,,,,64.0,0.0,0.0,0.0034209148871013895,0.0,0.0,0.0,0.0,0.0034209148871013895,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.009299222379922867,imappo,1.0950534488074481e-06,0.8808474540710449,0.0009804934978326109,65.0,,,,,,,,,,,,,,0.4913304434811604,,,,,0.02889302559196949,7.444337825290859e-05
,imappo,,,,65.0,0.0,0.0,0.00372216887990362,0.0,0.0,0.0,0.0,0.00372216887990362,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.004016565158963203,imappo,6.387062398971466e-07,0.8883123993873596,0.0009801933977992665,66.0,,,,,,,,,,,,,,0.49119706568856286,,,,,0.03412993252277374,7.830413233023137e-05
,imappo,,,,66.0,0.0,0.0,0.003915206536476035,0.0,0.0,0.0,0.0,0.003915206536476035,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.008103562518954277,imappo,5.649771424032224e-07,0.8891658782958984,0.000979893297765922,67.0,,,,,,,,,,,,,,0.49106368789596533,,,,,0.033700164407491684,8.042984700296074e-05
,imappo,,,,67.0,0.0,0.0,0.00402149255387485,0.0,0.0,0.0,0.0,0.00402149255387485,0.0,0.0,0.0,0.0,0.0,,,,,,,
0.0027226516976952553,imappo,2.775440179902944e-07,0.8873640894889832,0.0009795931977325774,68.0,,,,,,,,,,,,,,0.4909303101033678,,,,,0.028344742953777313,6.640630454057828e-05
,imappo,,,,68.0,0.0,0.0,0.00332031539073796,0.0,0.0,0.0,0.0,0.00332031539073796,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.008513438515365124,imappo,1.6028215554797498e-07,0.8900736570358276,0.000979293097699233,69.0,,,,,,,,,,,,,,0.49079693231077026,,,,,0.03003193438053131,7.184545393101871e-05
,imappo,,,,69.0,0.0,0.0,0.0035922723145631608,0.0,0.0,0.0,0.0,0.0035922723145631608,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.005766582675278187,imappo,8.638314596964847e-08,0.8927811980247498,0.0009789929976658886,70.0,,,,,,,,,,,,,,0.49066355451817273,,,,,0.03200777620077133,6.513010885100812e-05
,imappo,,,,70.0,0.0,0.0,0.003256505493482109,0.0,0.0,0.0,0.0,0.003256505493482109,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.003780608531087637,imappo,4.6427459210462985e-08,0.885940432548523,0.0009786928976325442,71.0,,,,,,,,,,,,,,0.4905301767255752,,,,,0.03393064811825752,7.55161017877981e-05
,imappo,,,,71.0,0.0,0.0,0.003775804925680859,0.0,0.0,0.0,0.0,0.003775804925680859,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.004606930539011955,imappo,1.7653357886615595e-08,0.8884783983230591,0.0009783927975991998,72.0,,,,,,,,,,,,,,0.49039679893297766,,,,,0.02950184978544712,7.398568413918838e-05
,imappo,,,,72.0,0.0,0.0,0.0036992838340665912,0.0,0.0,0.0,0.0,0.0036992838340665912,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.004440596792846918,imappo,2.803088428038336e-08,0.8875535130500793,0.0009780926975658554,73.0,,,,,,,,,,,,,,0.49026342114038013,,,,,0.03132713586091995,6.612147262785584e-05
,imappo,,,,73.0,0.0,0.0,0.00330607366777258,0.0,0.0,0.0,0.0,0.00330607366777258,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.006567268632352352,imappo,1.5615523096812467e-08,0.8785132765769958,0.0009777925975325108,74.0,,,,,,,,,,,,,,0.4901300433477826,,,,,0.027875222265720367,7.326847116928548e-05
,imappo,,,,74.0,0.0,0.0,0.003663423878606409,0.0,0.0,0.0,0.0,0.003663423878606409,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.0029091769829392433,imappo,2.281066535658738e-08,0.8704159259796143,0.0009774924974991664,75.0,,,,,,,,,,,,,,0.48999666555518506,,,,,0.031578175723552704,8.283092029159889e-05
,imappo,,,,75.0,0.0,0.0,0.004141545869060792,0.0,0.0,0.0,0.0,0.004141545869060792,0.0,0.0,0.0,0.0,0.0,,,,,,,
-0.000175363733433187,imappo,3.479342680634545e-08,0.8739078640937805,0.000977192397465822,76.0,,,,,,,,,,,,,,0.48986328776258753,,,,,0.036670297384262085,7.64406577218324e-05
,imappo,,,,76.0,0.0,0.0,0.00382203297704109,0.0,0.0,0.0,0.0,0.00382203297704109,0.0,0.0,0.0,0.0,0.0,,,,,,,
